Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1589956527.0,-37.09091188543434,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,763547843.0,-40.88398021153171,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,3851487653.0,-44.73684391640464,,,,,,,,26659345690.0,,,
ACFL,Aman Cotton Fibrous PLC,1754500006.0,-2.732240553836725,238.74488403819916,,0.7981563833408355,0.5186921843461663,2.6396853304694217,2.6472975661239926,1.7934468257724476,2246383303.0,1.0046029856545036,18.40886305987178,13.380319484901522
ACI,Advanced Chemical Industries PLC,17834021030.0,43.08705959296929,,,,2.1664693606534415,,,3.377552549193927,90337050030.00002,,,
ACIFORMULA,ACI Formulations PLC,6151949856.0,6.358385357818541,17.691407419504095,,1.1633742046607756,1.68046370456931,,,33.48159534282864,10377367856.0,1.9594186509472429,15.302478752951027,
ACMELAB,ACME Laboratories Ltd.,15319963391.0,-11.572323201634267,6.064945457608559,0.8882550200898333,0.40929550640050755,0.5601682558717886,4.592816560762788,,7.695062089760728,37768576815.0,1.0076516902712362,5.541554632235131,
ACMEPL,ACME Pesticides Ltd,2119499973.9999998,21.538463019943034,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1343644850.0,-26.24999883042013,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,3730401104.0,-31.40393736793001,23.428617833360402,20.751927365327536,2.0199160862398307,1.7234849163706576,10.151265119945487,24.13906494153248,17.15467619758311,3999668669.0,2.173250451626629,15.98479923087563,9.479924677181232
ADVENT,Advent Pharma Ltd.,1220038880.0,-19.760484984060152,18.245125348189415,,2.4562927821757397,0.7972195901804454,11.218412120847772,83.72044499432846,689.3057551245711,1294063888.0,2.585589502785116,13.53839984851132,8.157489826019544
AFCAGRO,AFC Agro Biotech Ltd.,610645891.0,-46.15384732772065,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3493539026.0,-5.397731514839734,,-0.994035095981122,4.281590402183883,1.150172578009326,,,14.195713183848637,26723437751.999996,32.554840124895144,326.3614434018315,173.08682699535115
AGNISYSL,Agni Systems PLC,1530935808.0,-17.063496090743556,25.401069518716575,,2.183369854669032,1.2088716137857636,13.845822354695459,55.97851605425,32.75595971202782,1544751374.0,2.182387247110849,11.217060096666682,7.76389426236285
AGRANINS,Agrani Insurance PLC,803216975.0,-9.320310128755917,22.42061479151872,,3.4106872149827647,1.2739433619768836,36.90088632045681,38.13476322585993,,904213648.0,3.8224069571727917,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1601467916.0,-52.55972692424913,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,3128486584.0,13.125506279081364,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,16354022949.0,-19.28934516222091,33.882128370317346,,0.33278445927839995,0.6807887177008901,0.38998331614495296,0.40066911652589715,,58741651185.0,1.170590358876623,,
ALIF,Alif Manufacturing Company Ltd.,1039708008.0000001,-41.42857281357567,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,755568000.0,,,,1.7288742147782838,0.5448836834782791,6.89628646627512,21.124966064698928,47.760303413400756,3867025000.0,8.914475396392541,37.68120136286772,22.220317708840906
AMANFEED,Aman Feed PLC,2999222063.0,-13.461538465491657,194.11764705882354,,0.33015718439714364,0.8180289327272129,17.41995940412359,17.781970258059946,30.39083515212107,8307304782.0,0.9104999087593535,18.275009290610495,16.902417850284213
AMBEEPHA,Ambee Pharmaceuticals PLC,2060064046.9999998,2.0683849745494185,,,,60.466900815690465,,,13.04357733705023,1928744046.9999998,,,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1654400024.0,-1.0199081774984826,,,,2.1846955107042687,,,106.63916462549955,2532112024.0,,,
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2728912113.0,16.52660391384662,,,,,,,,,,,
AOL,Associated Oxygen Ltd,1602817208.0,-18.343192294162847,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1358881873.0,-2.5881315254247284,35.636168851458926,1.7698593233090214,0.591807034059785,1.6294048869084157,,,3.264587058587288,1092982873.0,0.478447965787547,16.23367098808908,13.112791122321344
APEXFOOT,Apex Footwear Ltd.,3396046679.0,10.545902187352088,25.697394610974126,,0.18534077702118318,0.49341223365721715,18.998910892638797,,35.78976994559213,25065113168.0,1.3663585221232564,13.627607850638874,
