Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1506274642.0,-32.916665046506374,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,776489319.0,-21.05263058363014,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,5911585352.0,-6.756756675816043,,,,,,,,28719443389.0,,,
ACFL,Aman Cotton Fibrous PLC,1774666750.0,-3.8888931245790173,102.23835450695704,,0.8203960785155473,0.508847166097651,3.5781269633788484,3.5931643132310116,1.644251547671856,2218425532.0,1.0255377232990524,25.164022894187774,16.64551759843301
ACI,Advanced Chemical Industries PLC,18482530351.0,25.65632364659865,152.205268351932,,0.12378050626546139,2.210487102055819,,,2.5200499936892555,92790071351.0,0.6200467157760599,8.24727866841964,6.973642109238971
ACIFORMULA,ACI Formulations PLC,6548850288.0,11.05920005028097,18.5079339157889,,1.2365311715182783,1.7580235678571243,,,35.02689974326689,10774268288.0,2.0343600156383066,15.887748593241547,
ACMELAB,ACME Laboratories Ltd.,16483772740.0,5.518167299794202,6.307741844931928,0.8918643395868197,0.4242132186340232,0.5963097170229409,3.753711544233972,9.571192319899561,5.598014918548488,38225757256.0,0.9837475971688504,5.601922201034504,
ACMEPL,ACME Pesticides Ltd,2295000000.0,22.302161597340923,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1631568820.0,-27.659569526761146,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,3665749440.0,-32.75862069026823,24.531843380330873,,1.9164895347349136,1.6987853986674513,9.579435283439238,21.261092992363814,12.980063889692454,3907189644.0,2.042716814164557,16.99343470271066,9.612367187495387
ADVENT,Advent Pharma Ltd.,1229352100.0,-18.93491053958652,21.241561007739175,,2.3802311365808144,0.7754598807715405,18.396287907638648,207.8456419811394,348.34074266510135,1301698104.0,2.5203051691476226,15.6829811996721,
AFCAGRO,AFC Agro Biotech Ltd.,794991803.0,-30.097090493187608,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,2923596318.0,-18.497104028604287,,-0.6700928759271549,3.5906176678812205,0.5797202144313423,,,10.560093343602842,25501848194.0,31.32011925272099,435.19269779098545,200.78584398621874
AGNISYSL,Agni Systems PLC,1472890766.0,-24.723249708544923,43.35449967155682,,2.1376346271677082,1.1464456998732542,13.045800115122775,72.76489494869377,27.577789504644976,1473863010.0,2.139045762873876,13.304265325067673,8.554795890530226
AGRANINS,Agrani Insurance PLC,767198275.0,-1.9170116419457903,21.000304352236988,,3.243198110675576,1.1932410675530085,34.56327361237357,35.718986369923094,,868194948.0,3.6701441266206922,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1406760487.0,-62.26913030562108,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2756100703.0,-20.07551172930137,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,19348420899.0,-21.32701383235947,39.37007874015748,,0.3855709597156634,0.7910573128214569,0.4531496279149102,0.4655662269491059,,61736049135.0,1.2302620449834822,,
ALIF,Alif Manufacturing Company Ltd.,1299635010.0,-31.506851098267543,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,772358400.0,,,,1.3387601893973462,0.5068421817340836,10.536794899796778,45.37240153033252,68.51360174102285,3827898400.0000005,6.635051793283788,23.92350076353492,16.607959068017127
AMANFEED,Aman Feed PLC,2999222063.0,-13.483147094968258,140.33983637507865,,0.3365777869167683,0.7945282301580826,31.508570373666302,33.062041591085894,17.006182844408187,8436829378.0,0.9467952719586517,16.00444153195784,14.973553188655748
AMBEEPHA,Ambee Pharmaceuticals PLC,2148480085.0,1.1105025448568082,380.8054158992483,,9.233814971027027,64.65014552620993,123.26639014980694,,13.94596319055685,2017160085.0,10.403308194722488,284.67078256378124,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1646400024.0,1.3157879700163932,42.00697722142417,,0.4368065103514331,2.197076825240087,7.162577443345712,7.887761052089375,35.09719453910285,2498905024.0,0.6629846836935763,9.133287261902343,8.273172953926673
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2771174071.0,27.49657852960376,,-0.02526713852547845,4.418298534385164,20.31850506712607,,,5.864366546052811,2966159076.0,4.72917852256049,,
AOL,Associated Oxygen Ltd,1690642722.0,-9.467452477289124,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1232858804.0,4.489020682540478,30.735813966694586,0.7634707709565642,0.4868133905221087,1.4458671673485393,,,2.9036808459595367,1148426804.0,0.4534740798733666,15.557304027112751,12.857814343495367
