Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1459784598.0,-32.49999681942948,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,724723352.0,-27.922073608906587,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,4120195825.0,-38.028166843415214,,,,,,,,26928053862.0,,,
ACFL,Aman Cotton Fibrous PLC,1714166710.0,-2.2346347940049003,236.0163710777626,,0.7665908766550398,0.5127642736679243,2.6095174981211997,2.6170427367968614,1.7729502906207626,2206050007.0,0.9865655698987976,18.078336153877736,13.140078923267014
ACI,Advanced Chemical Industries PLC,18079403405.0,38.082555334470825,155.54543384194946,,0.12108069436967608,2.2589965446944507,,,2.5753528364435336,92386944405.0,0.6173529196051031,8.211448323491522,6.943345084944633
ACIFORMULA,ACI Formulations PLC,6345675144.0,9.925551885612801,18.60319534035546,,1.1981683718247098,1.767072218574036,,,35.20718525665134,10571093144.0,1.9959971887551569,15.588146288752537,
ACMELAB,ACME Laboratories Ltd.,15933608643.0,0.0,6.216923572295473,0.8620973654799423,0.41005462597101344,0.5877241059139718,3.699665959173011,9.433387194874827,5.517415227312841,37675593159.0,0.969589012818311,5.521296552507616,
ACMEPL,ACME Pesticides Ltd,2187000103.0,22.58064734266009,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1343644850.0,-30.000001208652698,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,4163567307.9999995,-32.07127178749479,,,,,,,,4593134687.0,2.401335565901024,20.03615163881579,
ADVENT,Advent Pharma Ltd.,1303858307.0,-14.102568602938051,19.498607242339833,,2.605159011398512,0.85199040171956,11.989142724570137,89.47223129164874,736.6626390644271,1377883315.0,2.7530639471231093,14.415312440170863,8.685868779574957
AFCAGRO,AFC Agro Biotech Ltd.,610645891.0,-42.045456914787394,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3229676751.0,-11.111105085616472,,-0.9134376557664365,3.934434423628434,1.0633015373741805,,,13.123529408633484,26459575476.999996,32.233399662880736,323.13901095405083,171.37779972246193
AGNISYSL,Agni Systems PLC,1516424513.0,-19.696965633592008,25.52260573650948,,2.142367603877125,1.2146556884928725,13.912070308545678,56.24635584398325,32.91268679198968,1530240079.0,2.1618860417517896,11.11168775595533,7.690960739281903
AGRANINS,Agrani Insurance PLC,868050675.0,8.59592623098508,24.348178959115348,,3.6695340125484215,1.3834679044092852,40.07336070999834,41.413317530345616,,969047348.0,4.096480221259659,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1289936104.0,-68.68571471814728,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2921110004.0,3.209461197179294,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,18081560608.0,-30.68782726798545,41.04032450489144,,0.36032524211523304,0.8246173200320641,0.47237415758402757,0.4853175214257346,,60469188844.0,1.2050163392062003,,
ALIF,Alif Manufacturing Company Ltd.,987722595.0,-44.11764933355049,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,761164800.0,,,,1.7546783075361685,0.552956034344624,6.998453673182899,21.43792852491669,48.46786346396966,3872621800.0,8.927377442771483,37.73573789878039,22.252477489073215
AMANFEED,Aman Feed PLC,3169483730.0,-9.578543896986702,200.00000000000003,,0.3473827766265598,0.8428176882644011,17.947836961824304,18.32081784163752,31.311769550670192,8477566449.0,0.9291609831194293,18.64956320766453,17.248839934827874
AMBEEPHA,Ambee Pharmaceuticals PLC,2177856122.0,-6.442162137225906,373.4382000099557,,9.360068205215333,63.39939761276169,120.88162861488256,,13.676158935366992,2046536122.0,10.554812266572378,288.8164621772129,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1696800049.0,4.914004914004914,44.420189872114335,,0.4652813680444528,2.2787177062809993,14.180902375951188,17.142043125708913,111.22856774526234,2574512049.0,0.7059597408095516,9.740055236391113,8.784237078505736
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2617219777.0,30.87149551522687,,,4.274348828273223,62.585211614887015,,,10.510499220435117,3007012470.0,4.910826938378236,,
AOL,Associated Oxygen Ltd,1514991589.0,-4.7297284135380275,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1369716398.0,5.668011964480757,35.29394259526537,1.7929996181308598,0.5995447051082259,1.6137571573055371,,,3.2332361181499154,1103817398.0,0.48319072669860874,16.39459218686273,13.242775650664973
APEXFOOT,Apex Footwear Ltd.,3704599465.0,12.851504714717104,23.829297898166484,,0.19626514796085484,0.5308217296841716,10.854600993244214,,35.47215703813811,25144476355.0,1.332123704730023,13.520582443762736,
