Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1952578148.0,13.978496378852828,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,1430034520.0,51.937991944142084,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,4478473816.0,-27.142858499004266,,-0.010388782969810162,0.7040962332483338,,,,,57422946353.99999,9.027914984432394,,
ACFL,Aman Cotton Fibrous PLC,2409916689.0,26.881719855063764,106.38297872340426,,1.3436261038655546,0.7229882550557966,6.050482778273293,6.079594228786889,2.4536846658294396,2824042657.0,1.574518114008937,56.928367033248364,30.054053452625407
ACI,Advanced Chemical Industries PLC,17544820422.0,4.838711339950646,,,0.11453024302772337,2.331668949176262,,,2.727156008680871,93750527422.0,0.6106284808198287,8.289759420164557,6.951805870462041
ACIFORMULA,ACI Formulations PLC,8377425144.000001,28.34705310902568,23.742848337866626,,1.5020358189456204,2.180490467614302,,,62.11939102564102,12476047144.000002,2.2369009199297194,19.11960313885811,17.73676662724246
ACMELAB,ACME Laboratories Ltd.,17668741936.0,7.979414186793628,6.596128049022487,0.606619918909185,0.4412189686122698,0.6322986842024167,3.0720636320814134,5.551313605165258,6.788637418631411,38834955684.0,0.9697758415107598,5.790525688363897,
ACMEPL,ACME Pesticides Ltd,3347999897.0,55.33332824691358,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1607575070.0,-21.590909689918078,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,4351057234.0,-11.139894836023114,28.26750296660451,,2.122195743496909,1.9804778919876458,11.028086378569862,24.533820032209466,15.565808526041788,4584252751.0,2.235935176889041,19.259094866566283,10.701872089377929
ADVENT,Advent Pharma Ltd.,1518063529.0,1.2820500643030373,31.868566904196364,,3.3123392722996576,0.9627067726720434,37.11275403256486,,1671.9281394153413,1594816237.0,3.4798098656309584,15.53707922056641,
AFCAGRO,AFC Agro Biotech Ltd.,829556631.0,-7.499998801166868,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3208567672.0,-14.364642680372354,,-0.40558348326312166,3.8253574145957785,0.6588442951745018,22.484007348960176,23.672245468383302,12.388446081654205,26096326801.0,31.112877131192874,311.3273838090314,175.2245240960583
AGNISYSL,Agni Systems PLC,2336309635.0,25.75758044742709,59.11602209944751,,3.3820952051677415,1.8323423843055593,18.487152294875354,63.13182926012777,56.97761274793405,2342049941.0,3.390405369849828,20.84139176771901,13.68467934651966
AGRANINS,Agrani Insurance PLC,1156200204.0,15.50387647867952,46.72761573066318,,8.015282953996024,1.6939469279062502,28.958352969282032,30.298944230762704,,1245620750.0,8.635185078271629,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1839984292.0,-17.34475837868594,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2191947499.0,-24.703265785405993,,,,7.179427941426981,,,6.910297824164474,2133347125.0,,,
ALARABANK,Al-Arafah Islami Bank PLC,18657407593.0,0.5747148507342894,19.404761904761905,0.30652633433151305,1.2221311259431051,0.7698233042988728,,,,63991286150.00001,1.2510831685390205,,
ALIF,Alif Manufacturing Company Ltd.,1455591186.0,-3.389835254243764,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,1304054400.0,,,,2.0061738007766707,0.9136667318215893,11.12958508966912,,95.86656370656371,4371958400.0,6.725876159894495,26.463392946748634,18.623614072787586
AMANFEED,Aman Feed PLC,5003069302.0,58.606562997345605,256.48021828103685,,0.5488367534554113,1.3343104081534884,39.58170773884827,41.333251973186414,32.88849963845931,10527505337.0,1.154867447916611,20.088177920085904,18.80574368296142
AMBEEPHA,Ambee Pharmaceuticals PLC,2294496126.0,0.6455526962875755,344.1177747861206,,12.131561816194695,62.920099255583125,,,19.433277812407393,2196885126.0,13.938563087918743,504.1109161668128,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1847199951.0,5.812898807623508,49.32642487046632,,0.4809981274426781,2.518528645935296,10.135326787448852,29.140427782704236,62.04581744712745,2772451951.0,0.7219273477998049,9.785270045662797,8.9239860236852
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,3474532906.0,67.54385370996184,,-0.6611058361741697,5.284391095320335,21.54727281861774,4748.446505562471,,6.85105996216397,3619770268.0,5.505281509143925,,
AOL,Associated Oxygen Ltd,2063901473.0,13.636366454011801,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1687910320.0,29.296156333449392,41.98587747757573,0.6544356686813033,0.5959371413260078,1.957774615392634,41.022411802381725,47.01344790692707,4.100291120475318,1325680320.0,0.4680474391371407,16.050148590478926,13.588300665372289
