Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1562062447.0,3.7267103175645064,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,860609007.0,15.78947586748707,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,3761917835.0,-32.30769085141641,,-0.0008008367379571511,,,,,,51621812786.0,,,
ACFL,Aman Cotton Fibrous PLC,2238500133.0,46.52778429273798,101.06382978723404,,1.2480543726282558,0.6868388423030068,5.747958639359628,5.775614517347544,2.3310004325379676,2652626101.0,1.4789464441568456,53.47287226890587,28.229802560409173
ACI,Advanced Chemical Industries PLC,16729801012.0,14.294514182567825,146.05632733621803,,0.11204219367509047,2.1211856281074293,,,2.4182424877097892,91037342012.0,0.6083345352111769,8.091494250123768,6.841915654602321
ACIFORMULA,ACI Formulations PLC,6728399712.0,12.926824312814556,18.986239331126978,,1.2063728179236117,1.7436540590346874,,,49.67447916666666,10827021712.000002,1.9412378414519915,16.592463616073694,15.39240395273639
ACMELAB,ACME Laboratories Ltd.,16420291583.999998,11.842102770135913,6.199249105037981,0.5637569545790748,0.4100430175366722,0.5942542387028731,2.887222258309968,5.217299549499478,6.380175480085597,37586505332.0,0.9385998823942667,5.604374224905903,
ACMEPL,ACME Pesticides Ltd,3321000051.0,100.84746081479348,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1607575070.0,-20.481930673473514,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,3930821166.0,0.16207208368874765,26.4027801322258,,1.9172288440506995,1.8498316742253422,10.300596422562252,22.915397121538973,14.538978578296902,4164016683.0,2.0309681608723595,17.49362364594056,9.720837034952082
ADVENT,Advent Pharma Ltd.,1341111366.0,4.477614893133226,28.503562945368174,,2.926238375528532,0.8610545047501507,33.19401602912633,,1495.389143328007,1417864074.0,3.093709029518053,19.749591758532663,
AFCAGRO,AFC Agro Biotech Ltd.,806513412.0,-10.38960698902084,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3198013133.0,22.400001557174804,,-0.40424932706817723,3.8127740020477665,0.6566554436955168,22.40930965012642,23.5936001346013,12.347288453475953,26085772262.0,31.100293671551697,311.2014688847113,175.15365534554675
AGNISYSL,Agni Systems PLC,2104129745.0000002,11.020411261181364,55.248618784530386,,3.045986364902624,1.7124695180425789,17.27771242511715,59.001709588904454,53.25010537190098,2109870051.0000002,3.054296420144412,18.77527355078219,12.328044165630406
AGRANINS,Agrani Insurance PLC,878856258.0,4.824572254846592,45.90780809031044,,4.337010006408227,1.3254480041414818,28.00848127194476,29.56220367620223,,978617518.0,4.829315441294881,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1572261705.0,-28.507800918551634,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2252153515.0,-21.172637914502822,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,16123684814.0,-32.85714104165333,19.020639417239984,2.740012880233584,1.0608376344017076,0.6669785540377983,,,,59763085990.0,1.1786761352094586,,
ALIF,Alif Manufacturing Company Ltd.,1377613160.0,-6.8965531697097555,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,,,,,1.4895625216067128,0.6478046910046514,7.8910582807899905,,67.97096525096525,,,,
AMANFEED,Aman Feed PLC,4125567535.0,32.91138812720011,218.28103683492495,,0.45257480978653025,1.1355833260880752,33.686559777743206,35.177235721860775,27.99021245826324,9650003570.0,1.058605494703829,18.413763036748595,17.238223859100632
AMBEEPHA,Ambee Pharmaceuticals PLC,2261952160.0,4.471597606142802,336.2140096408564,,11.959493724663377,61.47493796526055,,,18.986930442157753,2164341160.0,13.732081593800746,496.6431754452792,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1724800049.0,7.047144913151365,45.30569948186528,,0.4491260124583863,2.313236815132167,9.309169898051762,26.765115602097254,56.98830123505067,2650052049.0,0.6900552583340366,9.353263967360643,8.530004438412115
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2976446080.0,81.85117916005461,,-0.5663339309015911,4.526854578614987,18.570102135561747,4092.357178369038,,5.904454095198309,3121683442.0,4.747744983313224,,
AOL,Associated Oxygen Ltd,1965097717.0,21.276595168755875,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1555614577.0,58.5462819774318,38.27803375228333,0.6031420622170931,0.5492285545734289,1.7848802337735445,37.39965335749607,42.86161094891273,3.738187489056718,1193384577.0,0.42133883014165124,14.448430362484252,12.232261576979681
