Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,2036259810.0,,26.842301478811983,,2.161444290470053,0.587259247497963,31.322435609700133,,100.84144068719552,2458926424.0,2.610095120380414,16.232831478032637,8.025732803316663
AAMRATECH,Aamra Technologies Limited,957669520.0,,,,3.436308609022333,0.7018940004521165,2.9101322117826407,2.9101322117826407,82.49345104673702,1440764899.0,5.1697475058993625,,25.610065153678356
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,5105459979.0,-42.71844674127459,,,2.2287811985010193,,,,,14811758679.0,6.466051797955942,,
ACFL,Aman Cotton Fibrous Ltd.,1986416794.0,4.166662538739938,,,0.8183848105160614,0.5663854413901365,3.235747894866607,3.238173447399071,1.474524397535151,2162478703.0,0.8909207011536939,13.219606529284514,
ACI,Advanced Chemical Industries PLC,15897254575.0,35.953982484081486,,-0.18795117550263854,0.11957756185010326,2.6914606926770657,,,1.8084434085319634,86016052575.00002,0.6453506882299423,10.233756540358508,8.402630307998797
ACIFORMULA,ACI Formulations PLC,6907949856.0,12.042257813547954,15.820915118492747,0.30441786407294846,1.379578449079605,1.912931962460496,13.963529815203295,17.047988577634314,29.865977173281113,10570637856.0,2.111049468968742,13.70458404546629,
ACMELAB,ACME Laboratories Ltd.,16970455681.0,-7.086617485972278,7.026256009297902,,0.48840967809802294,0.6523072959181421,7.0856623655053035,,10.797153359226071,40545197284.0,1.1668906455522758,6.502296960947835,
ACMEPL,ACME Pesticides Ltd,,,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,2135435509.9999998,-31.818180835082277,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,5152740490.0,,29.760783575061215,,2.8481277437508083,2.4361595147910347,11.433136480466112,56.48505652728513,23.41153037537709,5419322862.0,2.995480161035114,17.70024239297462,11.17248747035545
ADVENT,Advent Pharma Ltd.,1480809930.0,,29.845035393150944,,3.0917315844121807,0.9604166730797054,16.606849281388048,112.62222453739771,402.68947886287884,1551723750.0,3.239788971264447,16.179440986295806,9.70969993375329
AFCAGRO,AFC Agro Biotech Ltd.,944772833.0,-38.46153847180987,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3873501233.0,0.0,,,5.274136816489834,0.7198916281402925,366.14236813408127,,11.310205431658934,23707471617.0,32.27995517866181,444.73868519273066,176.4122436829161
AGNISYSL,Agni Systems PLC,2024317900.0,-18.862278005291135,19.703326341024873,0.8266146659609838,2.6571467983586294,1.5268053021361923,18.67548405982813,68.07562518640077,90.73389677997794,2060054236.0,2.704054983089955,15.35036575009264,10.416743918779044
AGRANINS,Agrani Insuarnce Co. Ltd.,979708658.0,-12.39116174476192,17.0242836952332,,3.3775985214559596,1.375607927862082,,,,1081887590.0,3.9536581295200226,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,2716167337.2,,20.034746608509224,1.019034660260659,2.9377453875960415,2.2674285561291065,,,257.56684654049275,2705924231.2,2.9266665547089823,19.232972629419994,18.232399741397227
AL-HAJTEX,Alhaj Textile Mills Limited,,,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,19578760132.0,-29.752068329210818,34.06374501992032,,0.3848270065542994,0.797202053890859,0.7098681061763025,0.7465841723875607,,66110333719.0,1.2994205439761852,,
ALIF,Alif Manufacturing Company Ltd.,1507576661.0,-40.00000200056168,20.810907786149983,,1.1110919095375662,0.3803785028433293,3.812277656523876,3.889227757864541,66.76397964809756,1489500486.0,1.0977696252193538,15.713576937477075,9.500923180707755
ALLTEX,Alltex Industries Limited,777955200.0,,,,,0.7028437360948181,,,45.06489022765452,4162930200.0,,,
AMANFEED,Aman Feed Ltd.,3496909725.0,-5.4607457909305905,57.75614073910157,,0.31194774687365207,0.9172319416007912,20.65382663883956,20.863035633678724,24.96427697094865,8765206117.0,0.7819150476546777,17.110995052120252,
AMBEEPHA,Ambee Pharmaceuticals PLC,2390112165.0,-1.1521761261291719,197.58083718272297,,8.467772802720818,73.49326843110737,,,14.336868021510485,2251969165.0,9.574026613624586,155.9276273334072,96.0726631988454
AMCLPRAN,Agricultural Marketing Co. Ltd.,1852800000.0,,43.549418714022345,6.877232124480399,0.5214365668375084,2.499160109475088,,,103.5968003580019,2819408000.0,0.7934706541635393,11.595743600139556,10.327528312343658
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2433078633.0,-36.349453658526386,,,4.280604826286275,38.90797938226716,,,262.0471074982466,2846919748.0,5.008690706877022,,
AOL,Associated Oxygen Ltd,1756511963.0,-35.31914972789526,,,,,,,,,,,
