Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1580658501.0,-24.561397629762798,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,977082418.0,0.0,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,5732446570.0,-9.859152369777885,,,,,,,,28540304607.0,,,
ACFL,Aman Cotton Fibrous PLC,1784750122.0,-3.9106082301060288,107.07803992740472,,0.8017507130947393,0.5329346059129244,3.747505754544711,3.763254931608811,1.7220859404610562,2228508904.0,1.0301990825445595,25.278400501278263,16.721176187669595
ACI,Advanced Chemical Industries PLC,18123221639.0,13.852100731655947,156.98777803082064,,0.12108069436967608,2.279943804015678,,,2.5992336094510624,92430762639.0,0.6176457241227333,8.215342933995581,6.946638246350006
ACIFORMULA,ACI Formulations PLC,6633899712.0,8.481110453717763,19.106720013064425,,1.2552664922988581,1.8149008009348548,,,36.16012297025493,10859317712.0,2.0504187532633362,16.013162573141877,
ACMELAB,ACME Laboratories Ltd.,16293330887.0,4.3184948015265805,6.357279084551812,0.8849950378698479,0.42094585109640553,0.6009927776278331,3.783190954267223,9.646358751731231,5.641978386495203,38035315403.0,0.9788465375499535,5.574013258977917,
ACMEPL,ACME Pesticides Ltd,2592000103.0,22.666664148148147,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1847511655.0,-18.750001210172147,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,3795052769.0,-30.805686646442226,25.623117552053778,,1.973950420256066,1.7743541441597754,10.00556674622568,22.206871150387116,13.557468866991941,4036492973.0,2.1103178543857193,17.55581018954654,9.930475902495226
ADVENT,Advent Pharma Ltd.,1350424675.0,-9.876545132815268,23.876173225753337,,2.632679893490901,0.8716409512548323,20.677998035717863,233.62494641290866,391.54579601891237,1422770679.0,2.754721917299015,17.14167497181951,
AFCAGRO,AFC Agro Biotech Ltd.,898686396.0,-21.56862599274532,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3113577221.0,-12.874254332448208,,-0.7039603859018126,3.7720929290737737,0.6405148436600973,,,11.667518862782167,25691829097.0,31.5534444804627,438.4347491543368,202.28163659152074
AGNISYSL,Agni Systems PLC,1545446965.0,-22.058822876654432,46.63893146485658,,2.232406605712089,1.2332976468333492,14.034118305662378,78.27738699026148,29.667015982269593,1546419209.0,2.2443479714157566,13.959215558518753,8.975936436718229
AGRANINS,Agrani Insurance PLC,759994576.0,-12.882592065110776,21.40610733488891,,3.0909352885781307,1.21629886595983,35.231162957540214,36.40920832876219,,860991249.0,3.639691733830688,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1538187976.0,-41.240873718104886,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2711503604.0,-20.318728343408182,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,19924266785.0,-26.29310423009628,41.278931042710575,,0.39245615542487167,0.8294116067764367,0.47512051896533014,0.4881391349223959,,62311895021.0,1.2417373717533653,,
ALIF,Alif Manufacturing Company Ltd.,1351620361.0,-21.739130141452232,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,794745600.0,,,,1.3775648325682834,0.5368772739849922,11.161197560525475,48.0611364358337,72.57366702937976,3850285600.0000005,6.6738564364547255,24.063415709107513,16.705089572120244
AMANFEED,Aman Feed PLC,3051610172.0,-13.207547173616746,146.63310258023913,,0.338047558912038,0.830157298775037,32.921510749167034,34.544644353018,17.768791940569987,8489217487.0,0.9526743542164242,16.103820385066648,15.066530787398008
AMBEEPHA,Ambee Pharmaceuticals PLC,2204928017.0,1.4957281296917038,278.17745803357315,,9.936262850498203,62.7948635507641,90.75762792760945,349.93324864830896,17.756131501130632,2101609017.0,11.448541448404132,378.39966168161703,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1667199951.0,3.836570498304492,42.766263082290166,,0.4423249599477097,2.2367894986811634,7.292042692688062,8.030334163436374,35.73158447459225,2519704951.0,0.6685031139222174,9.20930924212691,8.342035672536362
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2919090581.0,41.210371533130385,,-0.026973633720009674,4.716702139103988,21.977622371264996,,,6.343224217039227,3114075586.0,4.965013339338909,,
AOL,Associated Oxygen Ltd,1800424720.0,4.4025206202246725,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1273916065.0,9.591736138795312,31.715384943000327,0.7867774642420099,0.5016744838497957,1.4919479223356291,,,2.996223099248778,1189484065.0,0.46968617418294495,16.11349123005226,13.317492433167013
