Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1915386219.0,7.291664385194639,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,1294148865.0,31.00775286387901,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,4478473816.0,-28.571428566871624,,-0.0009724446103765406,,,,,,52216842823.0,,,
ACFL,Aman Cotton Fibrous PLC,2450249985.0,45.06172156885023,107.71276595744682,,1.3829791696691485,0.7320256082439941,6.126113813001709,6.155589156646725,2.4843557241523078,2864375953.0,1.5970055594419132,57.74142439718628,30.48328883648192
ACI,Advanced Chemical Industries PLC,17544820422.0,2.914574398277144,152.28118120397784,,0.11843957403684262,2.2115895893885154,,,2.5213068764791253,91852361422.0,0.613780700960448,8.16393402839503,6.903168476102192
ACIFORMULA,ACI Formulations PLC,8131725288.0,27.246381228433403,23.649056047592886,,1.4579828789652638,2.171876791952169,,,61.8739983974359,12230347288.000002,2.1928480057679356,18.74306691037377,17.387463602340468
ACMELAB,ACME Laboratories Ltd.,17689901783.0,13.581897184516668,6.667566258939698,0.6073464098300342,0.4417473745627036,0.6391466843923347,3.105335079360273,5.611436135185098,6.862160567569657,38856115531.0,0.9703042393953264,5.793680748939023,
ACMEPL,ACME Pesticides Ltd,3226499949.0,56.46258708391397,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1655562456.0,-26.08695291138055,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,4344591673.0,-8.488065512771337,28.69130361078149,,2.119042406582352,2.0101702142063513,11.193425004935227,24.901643420998212,15.79917896871108,4577787190.0,2.2327816476088183,19.23193212938138,10.68677833024936
ADVENT,Advent Pharma Ltd.,1480810470.0,1.2987062644375442,31.868566904196364,,3.2310548729794206,0.9627067726720434,37.11275403256486,,1671.9281394153413,1557563178.0,3.3985255400606436,15.174151056516475,
AFCAGRO,AFC Agro Biotech Ltd.,829556631.0,-14.117644800394519,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,3240231290.0,-10.198296182647983,,-0.41225426423784406,3.8882744773358406,0.6697885525694272,22.85749584312895,24.065472137293323,12.59423422254547,26127990419.0,31.15062751130864,311.7051285939216,175.43713035430753
AGNISYSL,Agni Systems PLC,2358076439.0,23.985232453456717,60.405156537753214,,3.424108810200881,1.8723000063932194,18.890298918128085,64.5085358172022,58.22011520661173,2363816745.0,3.42191549603209,21.035089810512005,13.811863540128853
AGRANINS,Agrani Insurance PLC,1091366572.0,18.40195379799191,64.69115191986644,,5.902321244150101,1.6635667084883758,47.291679782306915,50.97203507940616,,1182084416.0,6.392941001143324,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1844852087.0,-22.016455303586735,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2267762432.0,-19.117647058338605,,,,7.457246945270387,,,7.177702424284892,2209162058.0,,,
ALARABANK,Al-Arafah Islami Bank PLC,19693929748.0,1.7647013941158385,19.523809523809522,0.3292319887264399,1.312659357494446,0.7745461466565345,,,,65027808305.00001,1.2713480436487121,,
ALIF,Alif Manufacturing Company Ltd.,1455591186.0,-6.666668282504947,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,1141747200.0,,,,1.7564783491778575,0.8013306582369676,9.761193480283573,,84.07969111969112,4209651200.0,6.476180708295682,25.48095011021878,17.932219878818415
AMANFEED,Aman Feed PLC,4989971962.0,47.08170474993235,258.5266030013642,,0.5474000080275175,1.344956501835564,39.89751923676461,41.663038558078846,33.15090788025552,10514407997.0,1.1534306695787142,20.063186083199803,18.78234733111129
AMBEEPHA,Ambee Pharmaceuticals PLC,2341440093.0,-3.6755196215071564,351.3267034350979,,12.4528571021514,64.23821339950372,,,19.840385853404317,2243829093.0,14.236408176805142,514.8829706237351,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1811199951.0,9.880514427765851,47.04663212435233,,0.47224891940777447,2.402126061459295,9.666887314079368,27.793601288545638,59.178153615537525,2736451951.0,0.7125531963338367,9.658209332665841,8.808108994062815
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,3414158745.0,63.1067974194855,,-0.6501927076882364,5.197159617639113,21.00766063231384,4629.530315008661,,6.679487648776444,3559396107.0,5.413458899537536,,
AOL,Associated Oxygen Ltd,1943141443.0,8.749997622418698,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1602944599.0,33.12302937640876,38.34619264429238,0.6254724684795293,0.5695628962200258,1.788058439318013,37.46624818185058,42.93793148122917,3.7448438058107367,1240714599.0,0.43804926572494823,15.021459828510146,12.717397065326287
