Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1487678589.0,-11.538463133985122,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,770018550.0,-2.2727287149038746,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,4120195825.0,-15.38461538065165,,,,,,,,26928053862.0,,,
ACFL,Aman Cotton Fibrous PLC,1875500086.0,14.465416354947243,112.52268602540836,,0.8670094920675671,0.5600329757051071,3.9380568946063073,3.954606877283836,1.8096496323489069,2319258868.0,1.0721511382379174,26.30779460930763,17.402100609530766
ACI,Advanced Chemical Industries PLC,16650928725.999998,18.070883059276934,147.57458437713507,,0.11122051179376449,2.143235374761353,,,2.4433801435071882,90958469726.0,0.6078074906557841,8.084483998785597,6.835988004295631
ACIFORMULA,ACI Formulations PLC,6591375000.0,7.315231151206785,18.745059156137366,,1.1868878637015308,1.7215046073320592,,,49.04346955128205,10689997000.000002,1.9166699073308615,16.382472576169977,15.197600637963896
ACMELAB,ACME Laboratories Ltd.,16166370190.0,4.9861582494952446,6.016684790805108,0.5543125726080337,0.40317374018103214,0.576753793773083,2.8021952263751038,5.06365308389322,6.192282988354524,37332583938.0,0.9322590271207949,5.566513016391946,
ACMEPL,ACME Pesticides Ltd,3186000051.0,81.2500032335069,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1583581435.0,-19.512194397984377,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,3879099884.0,-18.284107293809686,24.96185794202407,,1.8604687795886723,1.7488777786817442,9.738445092920012,21.664797599657234,13.74551907322131,4112295401.0,2.0057414903332247,17.27633521732127,9.600094446284409
ADVENT,Advent Pharma Ltd.,1266605248.0,-0.7407435545484715,22.0648773258686,,2.4343272987758326,0.8055164652975692,19.109322322663402,215.90167461606728,361.84232183816727,1338951252.0,2.5924334922840764,16.131810630949047,
AFCAGRO,AFC Agro Biotech Ltd.,806513412.0,-23.255818422242537,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,2839160205.0,-3.4722223293692798,,-0.35488554785523146,3.3471877377713066,0.6063118596788605,,,11.40066300537613,25726919334.0,30.672457710492036,306.9203781358719,172.7441272150641
AGNISYSL,Agni Systems PLC,1857438700.0,0.4098376642937786,56.71118896430917,,2.7905082571401114,1.4996436175109737,17.064960756650496,95.18236258440243,36.07397718031842,1858410944.0,2.6971475832354597,16.775502278183563,10.786841245610471
AGRANINS,Agrani Insurance PLC,821226324.0,-2.903996016544292,22.927868519833623,,3.6847602947581657,1.3027656099854104,37.735748001915105,38.99754067440879,,922222997.0,3.898538368221514,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1528452572.0,-37.34439775380285,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2158499674.0,-23.460643307684467,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,15432669312.0,-34.66666751154292,17.941454202077434,2.6421552773680985,1.0229505760302182,0.6291357991987743,,,,59072070488.0,1.1650475973290104,,
ALIF,Alif Manufacturing Company Ltd.,1403605835.0,-21.538463030004568,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,957052800.0,,,,1.6394961739721121,0.6344913238004453,13.190506207893742,56.79952487871255,85.7688792165397,4012592800.0000005,6.955190099444023,25.0777990645088,17.409285726867836
AMANFEED,Aman Feed PLC,3627880123.0,8.943084620026351,192.57394587791063,,0.41153615867552457,1.090249499678804,43.23597549032237,45.36764451512235,23.335838342551142,9065487438.0,1.0173443434426357,17.196989195787584,16.089285708200737
AMBEEPHA,Ambee Pharmaceuticals PLC,2163744051.0,1.749228881582012,328.7879445867894,,11.581857559178717,60.11712158808933,,,18.567560110769357,2066133051.0,13.108981229179452,474.1077323230701,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1679199951.0,2.79653003678277,45.92653396265134,,0.4660967428239781,2.4020800854359137,7.830898054815683,8.623746572826587,38.37201826014274,2531704951.0,0.6716868348431462,9.253168230800034,8.381764303474165
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2994558282.0,79.32862670968473,,-0.5582926783330088,4.46257875295514,18.830604570329147,4149.764994498463,,5.987282108557805,3139795644.0,4.775291695777817,,
AOL,Associated Oxygen Ltd,1701620964.0,7.638891718307443,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1506003804.0,38.1276205023762,40.459118296572974,0.6349794731259132,0.578220091178478,1.8865828111965384,39.53068773684058,45.30386798303881,3.951189625185306,1143773804.0,0.40382314788707574,13.847787608476619,11.723748257746328
