Symbol,Name,Market Capitalization Performance,Market Capitalization Performance % 1Y,P/E,"P/E/Growth, Trading 12M",P/S,P/B,P/CF,P/FCF,P/Cash,EV,EV/Revenue TTM,EV/EBIT TTM,EV/EBITDA TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,,,,
AAMRANET,aamra networks ltd,1496976616.0,-24.444444443382228,,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,834725993.0,2.0270283619108063,,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,,,,
ABBANK,AB Bank PLC,5015890588.0,-9.859152369777885,,,,,,,,27823748625.0,,,
ACFL,Aman Cotton Fibrous PLC,1774666750.0,-1.6666624370983625,107.68300060496068,,0.8203960785155473,0.5359455358898337,3.7686781034404446,3.7845162589060366,1.7318152395597066,2218425532.0,1.0255377232990524,25.164022894187774,16.64551759843301
ACI,Advanced Chemical Industries PLC,17352020462.0,12.452425183740363,155.9249981021787,,0.11620929464467214,2.2645089813579315,,,2.581637250392883,91659561462.0,0.6124923628844102,8.146797766139498,6.888678586180353
ACIFORMULA,ACI Formulations PLC,6416550144.0,9.601863563050244,19.201981437630984,,1.2115507438108384,1.8239494516517665,,,36.34040848363939,10641968144.0,2.0093795607412854,15.692658646478039,
ACMELAB,ACME Laboratories Ltd.,15764326637.0,4.194855767377406,6.2664608119153575,0.8529382965239802,0.4056981359208566,0.592407166518864,3.729145369206263,9.508553626706501,5.561378695259558,37506311153.0,0.9652325061432134,5.496488551418293,
ACMEPL,ACME Pesticides Ltd,3145499897.0,26.315796093669945,,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,1703549727.0,-20.61855710544927,,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,3769192005.0,-30.11904671910008,26.4961368894321,,1.9705703681665865,1.834809140553635,10.346471916454835,22.963493676805758,14.01939284883153,4010632209.0,2.09679759500157,17.443334665080748,9.866853917906152
ADVENT,Advent Pharma Ltd.,1303858307.0,-10.493831399141742,23.217520171249795,,2.5244875691008635,0.8475956836340093,20.10757050369806,227.18012030496635,380.74453268045966,1376204311.0,2.66456164310165,16.580638989945623,
AFCAGRO,AFC Agro Biotech Ltd.,852599904.0,-23.529408441131213,,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,2955259735.0,-11.411409368225048,,-0.677350199493153,3.6295052238510532,0.618802476078399,,,11.272009748789552,25533511611.0,31.359006708596517,435.73303854435693,201.03514222756456
AGNISYSL,Agni Systems PLC,1494657709.0,-21.9780225594323,45.98204510619663,,2.1692252866825017,1.2159272574413302,13.836454667554456,77.17488858194793,29.249170686744666,1495629953.0,2.170636546331334,13.500751147035364,8.681138537887803
AGRANINS,Agrani Insurance PLC,756392693.0,-8.710197255332552,21.710459571877852,,3.197519264046342,1.2335922147649458,35.732079966415185,36.92687479789151,,857389366.0,3.6244653958202244,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,,,,
AIL,Alif Industries Ltd.,1377554368.0,-41.697417110118536,,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,2577712306.0,-20.052601172983255,,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,17275376587.0,-26.38298197005407,36.74540682414698,,1.13628169525327,0.7383201586333598,0.42293965272058287,0.43452847848583215,,59663004823.0,1.1889508861005176,,
ALIF,Alif Manufacturing Company Ltd.,1273642334.0,-25.71428842933371,,,,,,,,,,,
ALLTEX,Alltex Industries Limited,721987200.0,,,,1.2514497422627366,0.5105965682654471,10.614845232387864,45.708493393520165,69.02110990206747,3777527200.0000005,6.547741346149179,23.60869213599659,16.389415433785114
AMANFEED,Aman Feed PLC,2973028133.0,-12.075474594367694,147.89175582127123,,0.33363824292622885,0.8372831124984278,33.20409882426718,34.84116490540442,17.92131375980235,8410635448.0,0.943855744801366,15.954752341576633,14.927064610245276
AMBEEPHA,Ambee Pharmaceuticals PLC,2193984052.0,3.3895982968921827,282.21059516023547,,9.959796104617803,63.705290647699165,92.07347127922448,355.0067322689937,18.01356757696991,2090665052.0,11.388924061964083,376.42917496407955,
AMCLPRAN,Agricultural Marketing Co. Ltd.,1689599976.0,1.807521704555765,43.997537451262055,,0.44826790566677677,2.3011884285856117,7.501986340270252,8.261533803458535,36.760324910521014,2542104976.0,0.6744460662740364,9.291179445689634,8.416195866388245
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,2744005653.0,39.94211158494079,,-0.025019421481111016,4.37498188208727,21.841256565445356,,,6.303866052300617,2938990658.0,4.685861796921212,,
AOL,Associated Oxygen Ltd,1756511963.0,2.499997604627757,,,,,,,,,,,
APEXFOODS,Apex Foods Limited,1295585201.0,10.212134808101387,34.31337753233294,0.80231525976564,0.511581879401587,1.6141620986057363,,,3.241661249276767,1211153201.0,0.47824256756824846,16.407034828636583,13.560100605234679
