Symbol,Name,Revenue TTM,Revenue Growth TTM,Gross Profit TTM,Operating Income TTM,Net Income TTM,EBITDA TTM,EPS dil TTM,EPS dil growth TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,
AAMRANET,aamra networks ltd,,,,,,,,
AAMRATECH,Aamra Technologies Limited,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,
BBS,Bangladesh Building Systems PLC,446420303.0,-45.24016313925888,99881296.0,45115082.0,-98131957.0,88257900.0,-0.6023,-1845.7971014492748
BBSCABLES,BBS Cables PLC,1617339446.0,-57.55416246510451,257633640.0,-371788407.0,-996330375.0,,-4.7061,-845.9497487437186
BDAUTOCA,Bangladesh Autocars Limited,,,,,,,,
BDCOM,BDCOM Online Ltd.,824914718.0,3.6203698260454935,384333473.0,60504885.0,46122804.0,121006520.0,0.7328,-6.993273258027672
BDFINANCE,Bangladesh Finance PLC,,,,,,,,
BDLAMPS,Bangladesh Lamps PLC,2011984836.0,7.63484096986459,448942930.0,146109207.0,-18410756.0,198061120.0,-1.7488,77.07754417239029
BDTHAI,Bangladesh Thai Aluminium Ltd.,88551795.0,-77.15573649118188,-100039446.0,-136739626.0,-331682559.0,-57374250.0,-2.5958,-95.43743412136727
BDTHAIFOOD,BD Thai Food & Beverage Ltd.,,,,,,,,
BDWELDING,Bangladesh Welding Electrodes Ltd.,,,,,,,,
BEACHHATCH,Beach Hatchery Ltd,,,,,,,,
BEACONPHAR,Beacon Pharmaceuticals PLC,,,,,,,,
BENGALWTL,Bengal Windsor Thermoplastics PLC,959779540.0,8.656266526303355,173760362.0,84165459.0,50982476.0,156610510.0,0.5573,1.2168543407192227
BERGERPBL,Berger Paints Bangladesh Ltd.,28983656000.0,7.588346155135373,8822274000.0,4086719000.0,3328444000.0,5084159000.0,70.5858,0.3400306482474078
BESTHLDNG,Best Holdings PLC,,,,,,,,
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,,,,
BGIC,Bangladesh General Insurance Company PLC,621117706.0,6.70868808658502,,133743739.0,88666555.0,,1.6412,39.5934336990729
BIFC,Bangladesh Industrial Finance Company Ltd.,119199604.0,96.98560129624889,-788555769.0,-804315984.0,-803785904.0,-760600770.0,-7.9836,-34.5172704296546
BNICL,Bangladesh National Insurance Company Ltd,1018996251.0,11.376287343973967,,266263830.99999997,203740401.0,,4.6043,5.219497703329615
BPML,Bashundhara Paper Mill Ltd.,3063579292.0,-70.56907656994235,-1080514727.0,-1675109388.0,-4777099591.0,-403241190.0,-27.4875,-343.87656234860964
BPPL,Baraka Patenga Power Ltd.,12447168144.0,-6.617234113852737,3583562055.0,3387964161.0,506536010.0,4096722100.0,2.928,
BRACBANK,BRAC Bank PLC,137949972961.0,47.103877489510595,,31250763200.0,15702358469.0,,7.887,41.87803561791688
BSC,Bangladesh Shipping Corporation,5945528519.0,6.515730696514464,3153266325.0,2520849006.0,2990147275.0,2960480120.0,19.603,1.957704430320495
BSCPLC,Bangladesh Submarine Cables PLC,4526290144.0,28.404029175664885,3458125741.0,2616819763.0,2603985749.0,3095270690.0,12.5051,65.92054983547393
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,104007186585.0,24.163813009039124,9213592704.99999,6939849321.0,6157511387.0,,20.6223,37.79065105837074
BSRMSTEEL,BSRM Steels Limited,122713219270.0,40.87272820520699,11228614910.0,8747931111.0,5351819799.0,10984408090.0,14.2354,33.59548031082248
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,,,,
CAPITECGBF,CAPITEC GRAMEEN BDT10 (MUTUAL FUND) Units,,,,,,,,
CAPMBDBLMF,CAPM BDBL Mutual Fund 01 Units,,,,,,,,
CAPMIBBLMF,CAPM IBBL Islamic Mutual Fund Units,,,,,,,,
CENTRALINS,Central Insurance PLC,504284295.0,8.817546792613943,,130395159.0,94889803.0,,1.7855,0.9669757973309271
CENTRALPHL,Central Pharmaceuticals Ltd.,,,,,,,,
CITYBANK,City Bank PLC,95234503965.0,48.63933742645831,,19955522300.0,12857910098.0,,8.4664,80.65892796176169
CITYGENINS,City Insurance PLC,856969783.0,13.942790445510944,,367418114.0,231764815.0,,3.4,10.529566659081308
CLICL,Chartered Life Insurance PLC,969853142.0,-69.42763501149702,,2104325116.9999998,2087896996.0,,55.6772,62.288712380674795
CNATEX,C & A Textiles Ltd,,,,,,,,
CONFIDCEM,Confidence Cement PLC,4435011423.0,7.247322038968891,547463431.0,372627363.0,1020416858.0,615900350.0,11.8304,14.90399090900261
CONTININS,Continental Insurance PLC,342931445.0,-27.802324654716543,,71773469.0,58321236.0,,1.335,-11.094832179009062
COPPERTECH,Coppertech Industries Ltd,1779756953.0,-2.9701650088951737,217451733.0,164020965.0,40980754.0,211191880.0,0.6255,-26.86776569624693
CROWNCEMNT,Crown Cement PLC,35043629228.0,22.03879291545927,3979674573.0,2347454330.0,562895254.0,3586566410.0,3.7905,7.951470965169605
CRYSTALINS,Crystal Insurance Company Ltd,808195780.0,22.625963851063894,,189835375.0,146959684.0,,3.34,4.023919272455463
CVOPRL,CVO Petrochemical Refinery PLC,1246712087.0,29.428309187697387,262882715.00000003,222296112.0,173640591.0,252625050.0,5.7366,153.8880283248506
DACCADYE,Dacca Dyeing and Manufacturing Company Limited,,,,,,,,
DAFODILCOM,Daffodil Computers PLC.,539344121.0,4.138180922501389,189682632.0,70955196.0,4766129.0,85219820.0,0.0955,-9.82058545797922
DBH,DBH Finance PLC,9298512891.0,19.533265485950825,2556017441.0,1670431703.0,1011279992.0,1928187300.0,4.9849,1.3974207721410798
DBH1STMF,DBH First Mutual Fund Units,,,,,,,,
DELTALIFE,Delta Life Insurance Company Ltd.,13597997465.0,5.248795964617932,,2023425162.0,1811290307.0,,14.6367,-3.7591068093948077
DELTASPINN,Delta Spinners Limited,,,,,,,,
DESCO,Dhaka Electric Supply Co. Ltd.,8400508021.0,4.768018643616553,1659674915.0,1259632014.0,-286240012.0,3712373300.0,-0.72,90.94715401154238
DESHBANDHU,Deshbandhu Polymer Limited,130213658.00000001,-81.42444641712045,-100066278.0,-115703259.0,-268776131.0,-76147170.0,-4.38,
DGIC,Desh General Insurance Company Ltd,67738630.0,-11.241904050348111,,9573657.0,-23060675.0,,-0.5765,-173.21564643129287
DHAKABANK,Dhaka Bank PLC,42006122818.0,14.44854416746284,,2728980151.0,918063250.0,,0.8711,-40.425386404048695
DHAKAINS,Dhaka Insurance Limited,253809981.0,-20.23679594947077,,124366530.0,80747325.0,,2.0124,-68.16628701594534
DOMINAGE,Dominage Steel Building Systems Ltd,123410245.0,-40.99249696296764,20877852.0,2859631.0,-14036683.0,,-0.1368,-229.17847025495752
DOREENPWR,Doreen Power Generations & Systems Ltd.,14373125966.0,1.524200823798303,3033933709.0,2810292068.0,767339442.0,3839772660.0,4.2367,329.55490215958633
DSHGARME,Desh Garments Limited.,875138479.0,176.59620480358436,78397648.9999999,52558327.0,6016568.0,62828040.0,0.7259,
DSSL,Dragon Sweater & Spinning Ltd.,,,,,,,,
DULAMIACOT,Dulamia Cotton Spinning Mills Limited,,,,,,,,
DUTCHBANGL,Dutch-Bangla Bank PLC,72958041425.0,34.07396930679364,,4331808224.0,4918878715.0,,5.0883,-21.334817494550343
EASTERNINS,Eastern Insurance PLC,,,,,,,,
EASTLAND,Eastland Insurance PLC,427554071.0,27.64383900373038,,97130461.0,85879966.0,,1.0238,5.8410007236638055
EASTRNLUB,Eastern Lubricants Blenders PLC,778045000.0,17.61117997400006,66790999.999999896,47399000.0,73397000.0,,32.1291,38.69614204126036
EBL,Eastern Bank PLC,67261538340.0,31.059914809986267,,12825045694.0,7818814190.0,,4.8996,20.421756334947297
EBL1STMF,EBL First Mutual Fund Units,,,,,,,,
EBLNRBMF,EBL NRB Mutual Fund,,,,,,,,
ECABLES,Eastern Cables Ltd.,305798333.0,-31.55520631261223,34537318.0,-31332565.0,-113027521.0,-22258770.0,-4.2813,-34150.399999999994
EGEN,eGeneration PLC,396391286.0,-40.4289097967106,142370858.0,69758163.0,53197952.0,,0.7093,-51.61334333856333
EHL,Eastern Housing Ltd.,3141354130.0,0.9357047718993287,1103624241.0,672795764.0,823162035.0,742592830.0,8.8185,17.69612684515388
EIL,Express Insurance Ltd.,375894496.0,-29.076265434885805,,96269883.0,71388282.0,,1.0949,-23.33706763758577
EMERALDOIL,Emerald Oil Industries Ltd.,,,,,,,,
ENVOYTEX,Envoy Textiles Ltd.,18348444385.0,11.909696982599357,3496127221.0,2999098226.0,1537366285.0,3691476740.0,9.1655,60.31168558585346
EPGL,Energypac Power Generation PLC,2759869567.0,-9.101760305633718,676440533.0,166560948.0,-1280974340.0,599680200.0,-6.7362,4.827703132284992
ESQUIRENIT,Esquire Knit Composite PLC,11198492056.0,9.99865502446559,1166498960.0,481240510.0,-281875484.0,785975730.0,-2.0896,-209.54652686762776
ETL,Evince Textiles Ltd.,3403756030.0,-4.747752398156098,468739117.0,349432554.0,128941022.0,545884430.0,0.7017,191.16182572614107
EXIM1STMF,EXIM Bank 1st Mutual Fund 2013- Units,,,,,,,,
FAMILYTEX,Familytex (BD) Ltd.,,,,,,,,
FARCHEM,FAR Chemicals Industries Ltd,2788149130.0,-23.722612339825343,-7366895.9999998,-47831292.0,-310256454.0,165661870.0,-2.0265,-727.593682254568
FAREASTFIN,Fareast Finance & Investment Ltd.,204069135.0,121.81281128055154,-179528798.0,-405460114.0,-905330873.0,-219561340.0,-5.5182,8.16774837743385
FAREASTLIF,Fareast Islami Life Insurance Company Limited,,,,,,,,
FASFIN,FAS Finance & Investment Limited,222023273.0,513.7306144341939,-1415340654.0,-2627062617.0,-3144434350.0,-1607336000.0,-21.0926,-0.5137051580191424
FBFIF,First Bangladesh Fixed Income Fund Units,,,,,,,,
FEDERALINS,Federal Insurance PLC,,,,,,,,
FEKDIL,Far East Knitting & Dyeing Industries PLC.,10044423042.0,43.136104213483534,623528319.0,126833522.0,16020907.999999998,309139170.0,0.0733,-89.88965517241378
FINEFOODS,Fine Foods Limited,,,,,,,,
FIRSTFIN,First Finance Ltd.,,,,,,,,
FORTUNE,Fortune Shoes Ltd.,,,,,,,,
FUWANGCER,Fu-Wang Ceramic Industry Ltd.,1038713512.9999999,-4.5273323923639595,291005616.0,210620346.0,5698827.0,,0.0418,-75.9077809798271
FUWANGFOOD,Fu-Wang Foods Limited,,,,,,,,
GBBPOWER,GBB POWER Ltd.,,,,,,,,
GEMINISEA,Gemini Sea Food PLC,,,,,,,,
GENEXIL,Genex Infosys PLC,1846740185.0,-9.503365467789546,820566195.0,680918099.0,285561323.0,,2.3708,4.1514738830558375
GENNEXT,Generation Next Fashions Ltd.,,,,,,,,
GHAIL,Golden Harvest Agro Industries Ltd.,913385689.0,11.298491568405217,387799204.0,206443279.0,-59330384.0,281685230.0,-0.2749,70.95001585120997
GHCL,Global Heavy Chemicals Ltd.,126900570.0,-81.63181416521176,-51627857.0,-98222303.0,-203428876.0,-14832570.0,-2.8254,39.77490727714541
GLDNJMF,ICB AMCL CMSF GOLDEN JUBILEE MUTUAL FUND,,,,,,,,
GLOBALINS,Global Insurance PLC,684189682.0,-6.5153268629395455,,104673298.0,65131463.0,,1.6061,12.4247515049699
GOLDENSON,Golden Son Limited,153779112.0,-79.59936495313914,-188767529.0,-252968735.0,-432197005.0,-191485580.0,-2.5167,-182.7752808988764
GP,Grameenphone Ltd.,156826565000.0,-2.811605395022835,75435112000.0,55415171000.0,29403782000.0,91564966000.0,21.7757,-16.978218682445696
GPHISPAT,GPH Ispat Limited,50790925458.0,-10.036871470946574,7597502290.0,6134492246.0,-513908097.0,8253003989.999999,-1.062,-150.48968336978223
GQBALLPEN,G.Q. Ball Pen Industries Limited,18971970.0,-40.54684392459515,-1870871.0,-26479082.0,-11358490.0,,-1.2723,56.044221799965456
GRAMEENS2,Grameen Mutual Fund One - Grameen Two Units,,,,,,,,
GREENDELMF,Green Delta Mutual Fund 2010 Units,,,,,,,,
GREENDELT,Green Delta Insurance PLC,2916167802.0,24.74870521022168,,1328058259.0,531986769.0,,5.3099,-6.410391990975757
GSPFINANCE,GSP Finance Company PLC,,,,,,,,
HAKKANIPUL,Hakkani Pulp & Paper Mills PLC,1000669454.0,-5.906486283822665,170446500.0,98802340.0,1759654.0,146032800.0,0.0926,
HAMI,Hami Industries PLC,,,,,,,,
HEIDELBCEM,Heidelberg Materials Bangladesh PLC,14549399000.0,-4.600179227932437,1694224000.0,421756000.0,280857000.0,868464000.0,4.9706,-23.588009223674096
HFL,Hamid Fabrics PLC,,,,,,,,
HRTEX,H.R. Textile Mills Ltd.,,,,,,,,
HWAWELLTEX,Hwa Well Textiles (BD)PLC,1563197541.0,0.056480282168628104,205235345.0,129423791.99999999,199647693.0,179685580.0,3.5651,19.887682012307902
IBNSINA,BN SINA Pharmaceutical Industry PLC,13418717174.0,16.937259492039196,5327600353.0,1118042696.0,816297450.0,1323574570.0,26.1268,37.46823321424625
IBP,Indo-Bangla Pharmaceuticals Ltd.,221177700.0,150.4328781502186,44392135.0,-13829754.0,-25637365.0,,-0.2206,42.28152799581371
ICB,Investment Corporation of Bangladesh,6237503526.0,-50.2212174628909,-4102974868.9999995,-12477873500.0,-14076174748.0,-11052993330.0,-16.2306,-1213.1335299362183
ICB3RDNRB,ICB AMCL Third NRB Mutual Fund 2010 Units,,,,,,,,
ICBAGRANI1,ICB AMCL First Agrani Bank Mutual Fund Units,,,,,,,,
ICBAMCL2ND,ICB AMCL Second Mutual Fund Units,,,,,,,,
ICBEPMF1S1,ICB Employees Provident Mutual Fund One Scheme One Units,,,,,,,,
ICBIBANK,ICB Islamic Bank Limited,338542089.0,36.676361851596305,,-934223164.0,-936254414.0,,-1.4085,-41.40146571629356
ICBSONALI1,ICB AMCL Sonali Bank Ltd 1st Mutual Fund 2013- Units,,,,,,,,
ICICL,Islami Commercial Insurance PLC.,,,,,,,,
IDLC,IDLC Finance PLC.,21884103213.0,27.10264514736051,10021958402.0,6180276728.0,2433631048.0,7108051660.0,,
IFADAUTOS,IFAD Autos PLC,10086553687.0,36.96976826020247,1134186499.0,495041833.0,9090579.000000011,596325040.0,0.0339,
IFIC,IFIC Bank PLC,32921818639.999996,-36.83284082429834,,-22168590764.0,-19969643786.0,,-10.3896,-923.1342101093329
IFIC1STMF,IFIC Bank 1st Mutual Fund Units,,,,,,,,
IFILISLMF1,IFIL Islamic Mutual Fund - 1 Units,,,,,,,,
ILFSL,International Leasing and Financial Services Ltd.,-718132588.0,-170.54572010846474,-2179590078.0,-6725728395.0,-9444700200.0,-2352955360.0,-42.5801,-301.43774335574017
INDEXAGRO,Index Agro Industries Ltd,4323045550.0,0.3452087639970035,835638366.0,676558610.0,251938241.0,875482550.0,5.0777,-2.286154142211108
INTECH,Intech Ltd.,,,,,,,,
INTRACO,Intraco Refueling Station PLC,1397387548.0,3.5462649497576693,241593250.0,124213841.0,46481999.0,,0.472,-51.93972100600753
IPDC,IPDC Finance PLC,11015271024.0,22.4518753584391,3453982435.0,1189700616.0,474545785.0,2269267980.0,1.1599,51.462522851919545
ISLAMIBANK,Islami Bank Bangladesh PLC,149628684496.0,0.4523343060528564,,3360432667.0,-591625735.0,,-0.3675,-112.71758314011835
ISLAMICFIN,Islamic Finance & Investment PLC,749070744.0,-18.890602293932872,-95688358.0,-810086588.0,-850443782.0,-262741280.00000003,-6.0605,20.21353624981898
ISLAMIINS,Islami Insurance Bangladesh Limited,581750417.0,6.25063615639327,,177198735.0,140785985.0,,3.42,17.30406448293602
ISNLTD,Information Services Network Ltd.,,,,,,,,
ITC,IT Consultants PLC,1589103025.0,11.408242776555431,760728480.0,496879391.0,446494422.0,,3.4722,-0.4158660051051125
JAMUNABANK,Jamuna Bank PLC,36094232230.0,8.200171784926617,,5111919804.0,2829942020.0,,3.0127,-13.972015990862355
JAMUNAOIL,Jamuna Oil Company Limited,1685443183.0,9.716003041085118,,184841228.0,6008962383.0,327760790.0,54.4169,19.704922215965073
JANATAINS,Janata Insurance PLC,428935716.0,-5.319108781285434,,79006721.0,50996873.0,,1.0519,-21.06408524688578
JHRML,JMI Hospital Requisite Manufacturing Ltd,1574457873.0,-14.351733322642927,455193247.0,336898222.0,162198283.0,474564490.0,1.2945,-42.01048246203467
JMISMDL,JMI Syringes & Medical Devices Ltd.,1701640884.94,-10.767391242651637,191593029.95,36121893.190000005,-21609556.89,101728400.0,-0.719,-125.18741680095285
JUTESPINN,Jute Spinners Limited,,,,,,,,
KARNAPHULI,Karnaphuli Insurance PLC,560136007.0,16.38373292216689,,123273230.0,98832517.0,,2.2024,3.2875298972940046
KAY&QUE,Kay and Que (Bangladesh) Ltd.,429607284.0,82.17085098864472,131253400.0,104388037.0,95720500.0,,13.1262,1141.365613769624
KBPPWBIL,Khan Brothers PP Woven Bag Industries Ltd,187113429.0,103.26093501466909,81740845.0,74658987.0,54749155.0,92379770.0,0.5582,427.1010387157697
KDSALTD,KDS Accessories Ltd.,2707889591.0,-3.2789960116457255,442880602.0,180692155.0,159705990.0,271336100.0,2.1368,-2.6115491545508465
KEYACOSMET,Keya Cosmetic Ltd.,,,,,,,,
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,,,,,,,,
KPCL,Khulna Power Company Ltd.,0.0,-100.0,-68160957.0,-84380890.0,286239078.0,-26201770.0,0.7203,290.6182212581345
KPPL,Khulna Printing & Packaging Ltd,,,,,,,,
KTL,Kattali Textile Ltd.,,,,,,,,
LANKABAFIN,LankaBangla Finance PLC,11039566398.0,3.3441499016703014,3940378014.0,589731051.0,208301243.0,1949689160.0,0.3866,-60.59525022933443
LEGACYFOOT,Legacy Footwear Ltd.,79729380.0,117.47520857447616,12309264.0,-1619244.0,-3339916.0,,-0.0775,-140.46997389033945
LHB,LafargeHolcim Bangladesh PLC,28512384000.0,3.932281332060588,9032284000.0,5376151000.0,4066917000.0,,3.5018,0.7712230215827255
LIBRAINFU,Libra Infusions Ltd.,,,,,,,,
LINDEBD,Linde Bangladesh Limited,,,,,,,,
LOVELLO,Taufika Foods and Lovello Ice-cream PLC,,,,,,,,
LRBDL,Lub-rref (Bangladesh) Ltd,542423860.0,-0.7269167721235114,-119621178.0,-312456048.0,-881697112.0,-122390620.0,-6.0705,-390.9421754953498
LRGLOBMF1,LR Global Bangladesh Mutual Fund One Units,,,,,,,,
MAGURAPLEX,Magura Multiplex PLC,1374723130.0,-18.642300436743888,364859540.0,312590911.0,102946986.0,330729110.0,3.4776,2.960682141165314
MAKSONSPIN,Maksons Spinning Mills PLC,,,,,,,,
MALEKSPIN,Malek Spinning Mills PLC,22330449231.0,-6.881371307753259,2353205109.0,2088549282.0,1278206664.0,2699748350.0,6.6023,-13.998957926273285
MARICO,Marico Bangladesh Limited.,19310974789.0,21.613300043598624,9430653273.0,7080345422.0,6297892230.0,7356981420.0,199.9331,12.538381392982117
MATINSPINN,Matin Spinning PLC,8663770076.0,-0.3296806166083972,1321654828.0,1021248066.0,409187778.0,1459823950.0,4.1972,3.1075736359839623
MBL1STMF,MBL 1st Mutual Fund 2010- Units,,,,,,,,
MEGCONMILK,Meghna Condensed Milk Industries Ltd.,,,,,,,,
MEGHNACEM,Meghna Cement Mills PLC,142946585.0,-89.32236126496589,-127623553.0,-185016794.0,-1840351517.0,24851410.0,-58.2601,-244.13564568147717
MEGHNAINS,Meghna Insurance PLC,,,,,,,,
MEGHNALIFE,Meghna Life Insurance PLC,,,,,,,,
MEGHNAPET,Meghna Pet Industries Ltd.,,,,,,,,
MERCANBANK,Mercantile Bank PLC,42050913335.0,15.08949108931154,,264017495.0,-645750282.0,,-0.5836,-120.9123159064034
MERCINS,Mercantile Islami Insurance PLC,493889423.0,41.42121011552631,,88443622.0,81116377.0,,1.8822,132.1410952146029
METROSPIN,Metro Spinning Ltd.,0.0,-100.0,0.0,-27269619.0,-122322321.0,,-1.9826,73.4850815133805
MHSML,Mozaffar Hossain Spinning Mills Ltd.,2815490009.0,-5.838659529958425,788549775.0,567878564.0,81338826.0,765667830.0,0.8054,6.225270377209182
MIDASFIN,MIDAS Financing PLC,372383190.0,-71.19243951394182,-216686105.0,-409697744.0,-563249102.0,-373509810.0,-3.9144,-0.7204610951008652
MIDLANDBNK,Midland Bank PLC,12333677038.0,39.09329148836843,,1048925868.9999999,862306922.0,,1.3088,-21.983786361468766
MIRACLEIND,Miracle Industries Limited,430608783.0,75.92234138954203,-5224143.999999969,-24489733.0,-94930724.0,,-2.6955,0.5754121943122739
MIRAKHTER,Mir Akhter Hossain Ltd,1206099684.0,-48.25712592421898,375996791.0,218651112.0,190951318.0,,1.5811,-35.02773782617629
MITHUNKNIT,Mithun Knitting & Dyeing (CEPZ) Ltd.,,,,,,,,
MJLBD,MJL Bangladesh PLC,37575555588.0,-8.995484260283698,6606957051.0,4031668304.0,2711263470.0,5739940780.0,8.5596,-17.360031667262035
MLDYEING,M.L. Dyeing & Textile Ind. PLC,733543726.0,-21.48259792925228,-70320943.9999999,-89492727.0,-132889760.0,59033470.0,-0.5717,-346.1041756349548
MONNOAGML,Monno Agro & General Machinery Ltd.,106837277.0,-9.497868944084962,18443006.0,5550811.0,2585072.0,11381380.0,0.6349,-69.75226298237256
MONNOCERA,Monno Ceramic Industries Limited.,390611344.0,112.96332482775102,93683091.0,69732069.0,14482433.0,142302250.0,0.3839,
MONNOFABR,Monno Fabrics Ltd.,1739260991.0,19.09022912978937,431746393.0,389316286.0,4533160.0,458377520.0,0.0394,-67.88916055419723
MONOSPOOL,Monospool Bangladesh PLC,1715905464.0,24.385982015723215,475493519.0,421457658.0,130099465.00000001,440829200.0,3.3171,-22.60977089263217
MPETROLEUM,Meghna Petroleum Limited,142431833906.0,-50.61272634606354,,1568218480.0,6811809957.0,,61.5627,25.24606639622082
MTB,Mutual Trust Bank PLC,48559952483.0,21.452229438125414,,1791452699.0,3167476346.0,,2.9577,6.980865916735995
NAHEEACP,Nahee Aluminum Composite Panel PLC,346031772.0,30.064901989834354,58697255.0,-487264369.0,-499432665.0,-455160340.0,-7.3059,-2968.4334511189636
NATLIFEINS,National Life Insurance PLC,27728789081.0,11.709705231039809,,8062879391.0,7702246600.0,,70.9741,1.0129172928906607
