Symbol,Name,Div per share Annual,Div per share Quarterly,Dividend trailing percent T12M,Dividend yield percent,DPS Growth,Cont Div Payout,Cont Div Growth
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,
AAMRANET,aamra networks ltd,1.0,,4.76190476190476,0.0,2.777035499188066,3.0,2.0
AAMRATECH,Aamra Technologies Limited,0.1,,0.819672131147541,0.0,-90.0,3.0,0.0
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,
ABBANK,AB Bank PLC,0.0,0.0,0.0,0.0,,0.0,0.0
ACFL,Aman Cotton Fibrous PLC,1.0,0.0,5.49450549450549,-524.6589716684156,0.0,7.0,0.0
ACI,Advanced Chemical Industries PLC,1.73913,,1.00877610208817,0.0,-50.0,9.0,0.0
ACIFORMULA,ACI Formulations PLC,2.0,,1.44300144300144,0.0,-20.0,9.0,0.0
ACMELAB,ACME Laboratories Ltd.,3.5,0.0,4.66045272969374,30.816912321482025,6.060606060606066,9.0,3.0
ACMEPL,ACME Pesticides Ltd,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,,,0.0,,,0.0,0.0
ADNTEL,ADN Telecom Ltd.,1.0,0.0,1.6,37.67187794311546,-33.33333333333333,3.0,0.0
ADVENT,Advent Pharma Ltd.,0.05,,0.709219858156028,0.0,-50.0,7.0,0.0
AFCAGRO,AFC Agro Biotech Ltd.,,,0.0,,,0.0,0.0
AFTABAUTO,Aftab Automobiles Ltd.,1.0,0.0,2.77008310249307,-97.28572818367545,0.0,12.0,0.0
AGNISYSL,Agni Systems PLC,0.48,0.0,2.12389380530973,35.96044351213665,1.0526315789473695,9.0,4.0
AGRANINS,Agrani Insuarnce Co. Ltd.,0.6,,2.27272727272727,0.0,-47.000211999152,6.0,0.0
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,
AIL,Alif Industries Ltd.,0.90909099173554,,1.90186399944674,0.0,-41.17629222973632,4.0,0.0
AL-HAJTEX,Alhaj Textile Mills Limited,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,0.0,0.0,6.18428571428571,0.0,-100.0,0.0,0.0
ALIF,Alif Manufacturing Company Ltd.,0.1,,2.17391304347826,0.0,0.0,2.0,0.0
ALLTEX,Alltex Industries Limited,,0.0,0.0,,,0.0,0.0
AMANFEED,Aman Feed PLC,1.0,0.0,4.13223140495868,221.28789555211327,0.0,10.0,0.0
AMBEEPHA,Ambee Pharmaceuticals PLC,1.0,,0.124875124875125,0.0,-33.33333333333333,3.0,0.0
AMCLPRAN,Agricultural Marketing Co. Ltd.,3.2,0.0,1.53550863723608,60.197900598216634,0.0,8.0,0.0
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,1.0,,1.28700128700129,0.0,0.0,5.0,0.0
AOL,Associated Oxygen Ltd,,,0.0,,,0.0,0.0
APEXFOODS,Apex Foods Limited,2.0,0.0,0.964320154291225,44.07324974106967,0.0,16.0,0.0
APEXFOOT,Apex Footwear Ltd.,2.5454544,,1.32300124740125,27.237802959776573,10.000002592857356,8.0,4.0
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,2.0,0.0,1.50829562594268,53.679746631595904,0.0,8.0,0.0
APEXTANRY,Apex Tannery Limited.,0.5,,0.869565217391304,0.0,0.0,12.0,0.0
APOLOISPAT,Appollo Ispat Complex Ltd.,,,0.0,,,0.0,0.0
ARAMIT,Aramit Limited,2.0,,0.963855421686747,,-20.0,9.0,0.0
ARAMITCEM,Aramit Cement Limited,0.0,0.0,0.0,0.0,,0.0,0.0
ARGONDENIM,Argon Denims Ltd.,1.0,0.0,5.52486187845304,62.59389083625438,0.0,9.0,0.0
ASIAINS,Asia Insurance PLC,1.0,,3.41296928327645,0.0,-9.090909090909099,7.0,0.0
ASIAPACINS,Asia Pacific General Insurance Company Limited,1.0,,3.05810397553517,0.0,-16.666666666666664,9.0,0.0
ASIATICLAB,Asiatic Laboratories Ltd,,,,,,,
ATLASBANG,Atlas Bangladesh Limited,0.0,,0.0,,,0.0,0.0
AZIZPIPES,Aziz Pipes Limited.,,,,,,,
BANGAS,Bangas Limited,0.4,,0.35650623885918,,33.33333333333335,3.0,1.0
BANKASIA,Bank Asia PLC,0.90909100000001,,5.07872067039112,0.0,-33.333504443987415,7.0,0.0
BARKAPOWER,Baraka Power Ltd.,0.35,,5.07246376811594,0.0,-30.000000000000004,6.0,0.0
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,44.5,,5.08920402561757,0.0,2.2988505747126435,17.0,4.0
BATBC,British American Tobacco Bangladesh Co Ltd,30.0,,11.7096018735363,0.0,200.0,17.0,1.0
BAYLEASING,Bay Leasing and Investment Ltd.,0.0,0.0,0.0,,,0.0,0.0
BBS,Bangladesh Building Systems PLC,0.05,,0.555555555555556,0.0,,1.0,0.0
BBSCABLES,BBS Cables PLC,0.1,,0.689655172413793,0.0,-50.0,8.0,0.0
BDAUTOCA,Bangladesh Autocars Limited,,,,,,,
