Symbol,Name,Revenue per share TTM,EPS basic TTM,EPS dil TTM,Operating cash flow per share TTM,FCF per share TTM,EBIT per share TTM,EBITDA per share TTM,Book per share FQ,Total debt per share FQ,Cash per share FQ
GP,GRAMEENPHONE LTD,115.726781051626,21.8075,21.8075,44.7823165332067,32.9612169701942,41.09567510619503,67.51911687371654,42.15367,48.92956004113877,6.815264644941257
SQURPHARMA,SQUARE PHARMACEUTICALS PLC,85.5773656707774,26.5139,26.5139,21.5685417776218,15.330107131357435,20.631846975954147,23.136359233207934,149.57477,1.103044081364406,56.99240196251793
BATBC,BRITISH AMERICAN TOBACCO BANGLADESH CO LTD,181.751144444444,30.6576,30.6576,24.9321444444444,17.04445,61.920942592592596,68.71624444444444,97.77217,45.67781296296296,25.667494444444444
ROBI,ROBI AXIATA PLC,18.568363131029,1.6639,1.6639,8.85643707164639,4.841897175851619,4.173747163241684,9.605827145937146,12.30971,9.814081814334012,0.7467963030454952
BRACBANK,BRAC BANK LTD,63.3666924218993,7.1125,7.1125,14.3348185498031,,,,42.60362,63.54278039131322,
WALTONHIL,WALTON HI-TECH INDUSTRIES PLC ,258.279931580596,42.6052,42.6052,16.9883180017791,3.7108202570550297,58.458486688957265,67.98476945268507,378.40833,128.54865703442638,9.075281937431239
BEXIMCO,BEXIMCO LTD,18.7913609223991,-4.1965,-4.1965,-1.62511761743615,-1.8739672573989967,1.5910609221870242,,82.57381,92.69715002396008,2.1886155744691678
MARICO,MARICO BANGLADESH LTD,517.75748815873,187.4946,187.4946,146.231768698413,140.8815838095238,212.09236984126983,221.5215149206349,239.13163,5.549889015873016,98.16581523809523
UPGDCL,UNITED POWER GENERATION AND DISTRIBUTION COMPANY LTD ,67.6066982450969,20.1113,20.1113,6.63925797428018,5.538834843347954,21.50294001881368,28.685339885557458,72.5528,11.442232495704165,2.378841926724708
BERGERPBL,BERGER PAINTS BANGLADESH LTD,585.280383886413,72.3289,72.3289,44.1021011129546,17.443091140660314,89.99602796988586,107.57715990706272,306.52156,22.769885379298806,132.0566973493872
ISLAMIBANK,ISLAMI BANK BANGLADESH PLC,,,,,,,,,,
LHB,LAFARGEHOLCIM BANGLADESH PLC ,24.1998925410763,3.2262,3.2262,6.23741361525228,4.895423868624577,4.610805821380537,,16.32516,0.09866761267257576,7.231332886735883
RENATA,RENATA PLC,360.909548266722,24.533,24.533,41.23190283009,-8.618157389970008,39.99516007532957,54.86466555067308,302.49399,165.6787682220827,8.959248796819418
BXPHARMA,BEXIMCO PHARMACEUTICALS LTD ,103.878451330199,14.242,14.242,14.867715635924,9.181369460714166,19.749305246915196,24.267443579633635,111.35407,13.882831585852854,5.327690189538889
UNILEVERCL,UNILEVER CONSUMER CARE LTD,,,,,,,,,,
ICB,INVESTMENT CORPORATION OF BANGLADESH I.C.B.,13.6205671572185,0.2419,0.2419,29.4092720593982,,0.7850649351779947,0.9821710911096599,47.14251,57.47679158428436,14.487674646235222
DUTCHBANGL,DUTCH-BANGLA BANK PLC,71.7782297771763,3.8814,3.8814,23.2769974609495,,,,53.44699,42.11865175220405,
EBL,EASTERN BANK PLC,40.2359498904016,4.3198,4.3198,8.90357027071138,,,,27.71125,66.69060784881697,
PUBALIBANK,PUBALI BANK PLC,75.7456752858833,7.1181,7.1181,18.5743890707142,,,,44.17246,56.29407679025388,
CITYBANK,CITY BANK PLC,64.2300141703793,7.198,7.198,10.4739984016905,,,,35.60449,46.156299446945766,
OLYMPIC,OLYMPIC INDUSTRIES PLC.,139.767005118754,9.2606,9.2606,21.276741348854,16.132728277779844,9.250579699638818,11.778229923717792,60.26179,2.1537836916826674,29.65609027650579
PRIMEBANK,PRIME BANK PLC,44.9227957068957,7.1607,7.1607,13.7546762492502,,,,35.29357,93.51606190425314,
MJLBD,MJL BANGLADESH PLC,131.046116377339,10.2468,10.2468,7.79789072352172,-6.711766993680517,19.527692809365984,23.672418487790768,50.84865,66.87196494562606,7.306862651900252
POWERGRID,POWER GRID COMPANY OF BANGLADESH LTD,33.2970755451356,-7.6473,-7.6473,20.1991634259668,-76.76704899492283,13.759809898412126,25.722186021227323,1.92726,530.3813614082976,21.432351812681635
BSCPLC,BANGLADESH SUBMARINE CABLES PLC,17.2922323266842,8.742,7.8746,11.397695696876,,8.094608750395656,10.66723491458905,81.72131,20.718778944530367,26.951081737395313
BEACONPHAR,BEACON PHARMACEUTICALS PLC,,,,,,,,,,
BSRMLTD,BANGLADESH STEEL RE-ROLLING MILLS LTD,300.540317906388,17.6188,17.6188,27.3983957533031,22.922744254086275,26.23473229328291,,160.46945,97.4254625018771,2.884559029506094
BSRMSTEEL,BSRM STEELS LTD,247.69737502477,11.7914,11.7914,25.7161202811525,-33.96197716466841,18.620163531297173,22.782941940803696,85.77272,118.58117721786662,11.187839450462493
BANKASIA,BANK ASIA PLC,44.1606438878909,2.2571,2.2571,9.67389282786199,,,,26.39485,24.82144102675733,
MPETROLEUM,MEGHNA PETROLEUM LTD,1336.34407999593,60.9502,57.5041,106.907222120759,101.18316129055388,13.925861480806535,,255.17792,1.6496094832758168,558.5437282220499
TITASGAS,TITAS GAS TRANSMISSION AND DISTRIBUTION PLC,360.605440029962,-15.43,-15.43,16.3312427796592,15.309995377568654,-7.159574645497285,-6.430134273896752,88.06961,4.852856535876431,36.44852235676145
JAMUNAOIL,JAMUNA OIL COMPANY LTD,15.0176146710063,50.0511,50.0511,159.450091483238,152.80948040563425,1.3129320821628514,2.599469502266705,255.69357,0.0,655.6554740610336
SHAHJABANK,SHAHJALAL ISLAMI BANK PLC,29.3025176481411,1.4013,1.4013,26.725422477894,,,,22.33207,41.36288772959007,
UTTARABANK,UTTARA BANK PLC,29.6122626605298,4.7537,4.7537,12.5494812143164,,,,27.91638,2.4677427011180053,
ALARABANK,AL-ARAFAH ISLAMI BANK PLC,44.1756937804761,0.502,0.502,24.0889819548437,,,,21.45002,71.59432534876632,
