Symbol,Name,Revenue per share TTM,EPS basic TTM,EPS dil TTM,Operating cash flow per share TTM,FCF per share TTM,EBIT per share TTM,EBITDA per share TTM,Book per share FQ,Total debt per share FQ,Cash per share FQ
GP,Grameenphone Ltd.,116.142014696642,21.7757,21.7757,46.4508805288311,34.511603525694085,41.039154333954386,67.81083056221709,36.71591,56.53819651644797,8.096058521726071
SQURPHARMA,Square Pharmaceuticals PLC,85.5773656707774,26.5139,26.5139,21.5685417776218,15.330107131357435,20.631846975954147,23.136359233207934,149.57477,1.103044081364406,56.99240196251793
ROBI,Robi Axiata PLc,18.568363131029,1.6639,1.6639,8.85643707164639,4.841897175851619,4.173747163241684,9.605827145937146,12.30971,9.814081814334012,0.7467963030454952
BATBC,British American Tobacco Bangladesh Co Ltd,162.264559259259,21.2692,21.2692,-15.8011537037037,-25.16835,44.306761111111115,52.17211666666667,105.22234,42.336927777777774,1.0680092592592594
BRACBANK,BRAC Bank PLC,69.2893464597274,7.887,7.887,20.5883754658593,,,,51.72953,63.03194894821029,
WALTONHIL,Walton Hi-Tech Industries PLC,212.53896094511,31.109,31.109,40.8246270497857,25.229700761600025,42.92198393913848,51.80740763901188,363.40228,80.11747453748626,17.348088203501593
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,,,,,,
MARICO,Marico Bangladesh Limited.,572.040077269841,196.7084,196.7084,230.550974507937,224.80587174603176,221.16437111111114,229.98349333333334,94.65098,6.4290024444444445,112.70704619047619
UPGDCL,United Power Generation & Distribution Co. Ltd.,67.6066982450969,20.1113,20.1113,6.63925797428018,5.538834843347954,21.50294001881368,28.685339885557458,72.5528,11.442232495704165,2.378841926724708
BERGERPBL,Berger Paints Bangladesh Ltd.,607.178805638467,70.5858,70.5858,86.7723571990005,35.37524698878977,85.61270398047888,106.50808128884992,356.33396,22.595661544494853,119.15575083754129
LHB,LafargeHolcim Bangladesh PLC,24.5505722319306,3.5018,3.5018,5.59870618711379,4.112378145359783,4.629131799545969,,17.13135,0.09182317316522205,5.573490354308929
ISLAMIBANK,Islami Bank Bangladesh PLC,95.3125868994167,-1.1226,-1.1226,11.2761987878802,,,,44.39457,165.9378858182301,
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,,,,,,
UNILEVERCL,Unilever Consumer Care Limited,177.585790584134,32.9542,32.9542,23.2445578619176,20.082837691066423,25.84859293075895,28.244008426134712,94.6063,5.8527622092776515,135.99832689281146
RENATA,Renata PLC,360.909548266722,24.533,24.533,41.23190283009,-8.618157389970008,39.99516007532957,54.86466555067308,312.01359,175.00251098556183,28.59029085582758
DUTCHBANGL,Dutch-Bangla Bank PLC,75.4711445778073,5.0883,5.0883,47.6429337081809,,,,55.00208,56.88529843968664,
PUBALIBANK,Pubali Bank PLC,79.973184240079,6.2532,6.2532,40.2944923631057,,,,58.09389,61.03739543880317,
EBL,Eastern Bank PLC,42.1487492496209,4.8996,4.8996,9.75722885400433,,,,29.53392,65.73509412618112,
CITYBANK,City Bank PLC,57.093345929226,7.0263,7.0263,9.31022080150263,,,,31.64843,41.027821730618456,
ICB,Investment Corporation of Bangladesh,13.6205671572185,0.2419,0.2419,29.4092720593982,,0.7850649351779947,0.9821710911096599,47.14251,57.47679158428436,14.487674646235222
PRIMEBANK,Prime Bank PLC,46.7809987724327,7.4577,7.4577,14.0427394376461,,,,38.82156,85.15785407777781,
MJLBD,MJL Bangladesh PLC,131.046116377339,10.2468,10.2468,7.79789072352172,-6.711766993680517,19.527692809365984,23.672418487790768,50.84865,66.87196494562606,7.306862651900252
POWERGRID,Power Grid Co. of Bangladesh Ltd.,33.2970755451356,-7.6473,-7.6473,20.1991634259668,-76.76704899492283,13.759809898412126,25.722186021227323,1.92726,530.3813614082976,21.432351812681635
OLYMPIC,Olympic Industries PLC.,,10.06,10.06,,,,,,,
BEACONPHAR,Beacon Pharmaceuticals PLC,,,,,,,,,,
BSRMSTEEL,BSRM Steels Limited,275.740180865934,13.7678,13.7678,19.9945008691258,-23.502301593951366,22.942394424827604,27.70853551977976,90.52479,120.99460241386878,9.57641965141873
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,,20.57,,,,,,,,
BSCPLC,Bangladesh Submarine Cables PLC,18.629920251161,11.3706,10.2446,13.5852360820358,,9.857202522349144,12.087680392714612,86.30264,21.003339339381665,29.780228834693215
MPETROLEUM,Meghna Petroleum Limited,1336.34407999593,60.9502,57.5041,106.907222120759,101.18316129055388,13.925861480806535,,255.17792,1.6496094832758168,558.5437282220499
BANKASIA,Bank Asia PLC,45.5773049050341,3.3724,3.3724,12.8293420867099,,,,29.28163,23.7869861756445,
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,159.859160678757,16.6219,15.9681,30.8421503958424,29.890807085639235,22.112993100879475,,70.7704,8.130403281769684,38.470626102810186
JAMUNAOIL,Jamuna Oil Company Limited,15.0176146710063,50.0511,50.0511,159.450091483238,152.80948040563425,1.3129320821628514,2.599469502266705,255.69357,0.0,655.6554740610336
UTTARABANK,Uttara Bank PLC,31.235430560118,5.1313,5.1313,10.7483915118324,,,,29.66673,2.1668233194643802,
JAMUNABANK,Jamuna Bank PLC,38.4251956668658,3.0127,3.0127,-37.8779729871995,,,,29.61679,19.9234383573029,
PADMAOIL,Padma Oil PLC,880.900880816225,55.8222,55.8222,89.1422463485956,80.9495102193515,11.051395792136532,13.170862059750949,257.75315,1.8676357935617196,548.8317083661
SHAHJABANK,Shahjalal Islami Bank PLC,31.4690089152409,1.3697,1.3697,22.5497481095938,,,,23.39378,34.6519894257083,
TRUSTBANK,Trust Bank PLC,57.9916403015339,3.7675,3.7675,13.3159984140152,,,,29.0701,34.612390944076246,
BSC,Bangladesh Shipping Corporation,37.4478321243434,19.7143,19.7143,27.0707066586143,,18.227170229214217,21.17847584397657,98.48676,98.28394663285236,112.7238510377681
TITASGAS,Titas Gas Transmission and Distribution PLC,360.605440029962,-15.43,-15.43,16.3312427796592,15.309995377568654,-7.159574645497285,-6.430134273896752,88.06961,4.852856535876431,36.44852235676145
RECKITTBEN,Reckitt Benckiser (Bangladesh) PLC,1183.17862539683,159.1131,159.1131,133.735647619048,101.92888888888889,225.1470433862434,264.7742455026455,79.80381,40.96190476190476,199.86730158730163
ACMELAB,ACME Laboratories Ltd.,164.206410307668,11.3574,11.3574,11.2621792972363,-6.640545420948886,29.46819028391549,,122.33498,118.80176419187559,7.390836949797663
ACI,Advanced Chemical Industries PLC,1517.00701363517,-17.827,-17.827,-19.8976005053437,-54.651917688166535,95.66394475364496,116.51131662512377,67.10111,882.3008046801198,99.86488885853791
UCB,United Commercial Bank PLC,52.8857156937046,-1.079,-1.079,14.4347244096541,,,,26.02344,43.12036715047024,
IDLC,IDLC Finance PLC.,46.4872360177154,5.7548,5.7548,9.6903023386165,,14.975137050398175,15.585165758270552,48.57066,58.215459346359715,25.61073168533652
SUMITPOWER,Summit Power Ltd.,44.3502443458297,2.191,,3.96736000101225,2.759974566702044,6.5314366251793485,,42.55229,25.01917508516164,4.972927166209598
BESTHLDNG,Best Holdings PLC,2.21444960182185,0.5919,0.5182,1.19975941908565,-0.7115685391430714,0.7354313347759281,1.1926458731792235,53.50837,15.809538337270306,0.7732399197283851
ALARABANK,Al-Arafah Islami Bank PLC,43.571746203057,0.4191,0.4191,36.4118140754565,,,,20.85816,62.17500200941361,
MTB,Mutual Trust Bank PLC,44.9033919941766,2.9577,2.9577,-8.20214013955302,,,,28.86048,55.26989571540412,
HEIDELBCEM,Heidelberg Materials Bangladesh PLC,257.495171102433,4.9706,4.9706,7.38349676250602,7.383496762506022,7.464235009533909,15.370070356603954,74.48091,17.489210418171734,26.924630262365675
NCCBANK,National Credit and Commerce Bank PLC,35.0961631070903,1.1697,1.1697,-9.39411893716061,,,,22.74832,29.36521690770489,
LINDEBD,Linde Bangladesh Limited,,,,,,,,,,
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,659.156881140351,14.3319,14.3319,89.2712035818714,77.98098684210527,46.31483333333333,98.23467397660819,229.59557,152.74092909356727,49.645224269005844
UNIQUEHRL,Unique Hotel & Resorts PLC,,,,,,,,,,
DHAKABANK,Dhaka Bank PLC,40.1657428723149,0.8711,0.8711,-4.91360082299721,,,,22.93731,43.52594603640893,
MIDLANDBNK,Midland Bank PLC,16.9654184737879,0.9828,0.9828,-10.1919035997709,,,,14.55169,21.390570871715518,
SOUTHEASTB,Southeast Bank PLC,37.00607382753,0.615,0.615,11.0393716399061,,,,25.17027,18.116837042033346,
SAPORTL,Summit Alliance Port Limited,28.9260452620941,2.6843,2.6843,2.92386943881612,2.5926418669761953,5.619435078797323,6.200397764783929,34.54899,14.546047540755582,2.226385301264456
SQUARETEXT,Square Textiles PLC,120.362170335408,6.7573,6.7573,-7.95898335124612,-17.175822602559162,14.136589540283495,19.20348249954373,53.7214,78.22127763977045,3.893749452477034
NATLIFEINS,National Life Insurance PLC,255.513111956554,70.9741,70.9741,52.608050695278,48.39337221461153,,,4.58613,0.0,
SINGERBD,Singer Bangladesh Limited,210.734302167006,-16.8366,-16.8366,21.8050916063192,-13.200802869824027,7.696189249898784,14.874577692562774,13.39484,222.57760752005876,6.278399447365781
RAKCERAMIC,RAK Ceramics (Baneladesh) Limited,17.0664757514592,-0.2395,-0.2395,0.703446390580792,0.07607502586970723,0.5451353789537988,1.7994053261385579,15.79136,4.832357654117327,0.8498117622858593
IBNSINA,BN SINA Pharmaceutical Industry PLC,380.352566396981,20.2662,20.2662,23.4719319879219,-7.942371735522256,28.875381849872934,35.60823108021357,125.54591,66.30578351226636,10.7991030298755
SPCL,Shahjibazar Power Co Ltd,57.7824622320582,0.3724,0.3724,-0.800074675445286,-1.5271048188729037,2.78174579936823,,38.55195,13.254056845852212,0.7850630613099348
PTL,Paramount Textile PLC,69.8778789789814,6.5442,6.5442,9.06675844621372,4.496388966922973,14.293314031821655,,41.48353,134.96890207771924,5.730361418855842
IFIC,IFIC Bank PLC,17.128165731438,-10.3896,-10.3896,-9.40011710252519,,,,8.90574,5.586736723217036,
MERCANBANK,Mercantile Bank PLC,38.000945986118,-0.5836,-0.5836,18.2083135498124,,,,26.28653,19.90510554754905,
ENVOYTEX,Envoy Textiles Ltd.,110.556171375014,8.3996,8.3996,4.771982662366,0.3727781134366735,17.71350002829169,21.85416670355526,58.32197,68.95549716893218,1.3303159982330914
