Symbol,Name,Revenue per share TTM,EPS basic TTM,EPS dil TTM,Operating cash flow per share TTM,FCF per share TTM,EBIT per share TTM,EBITDA per share TTM,Book per share FQ,Total debt per share FQ,Cash per share FQ
GP,Grameenphone Ltd.,117.053607661128,21.9037,21.9037,45.5968718039464,35.208702677485405,41.65511225919243,68.53008849317786,41.48782,49.36724351175342,5.0059208249053855
SQURPHARMA,Square Pharmaceuticals PLC,92.4492347084133,29.2716,29.2716,31.1752328806078,23.732960279440597,24.30809636056481,26.79021649487432,158.70319,0.5781326922962161,67.30809081147079
ROBI,Robi Axiata PLc,18.6390902670958,1.7662,1.7662,8.83370291296204,5.038280749295572,4.094142288570701,9.533267607661266,12.77224,8.700214951203078,0.4466597797260866
BRACBANK,BRAC Bank PLC,40.073293757156186,7.887,7.887,20.5883754658593,16.1574115169084,,,51.72953,63.03194894821029,50.24258435044216
WALTONHIL,Walton Hi-Tech Industries PLC,219.016980496411,33.5386,33.5386,55.3497771991844,41.70063918236505,42.2518919918466,51.773908745301625,358.4059,78.15507717866322,10.649234580310003
BATBC,British American Tobacco Bangladesh Co Ltd,154.490177777778,10.8147,10.8147,6.12063888888889,-5.657072222222222,38.54116851851852,53.44229814814815,102.49706,27.577274074074072,17.011418518518518
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,,,,,,
MARICO,Marico Bangladesh Limited.,613.046818698413,199.9331,199.9331,167.670401555556,161.48961587301585,224.77287047619046,233.55496571428571,92.21898,5.916833492063493,38.351032158730156
BERGERPBL,Berger Paints Bangladesh Ltd.,607.178805638467,70.5858,70.5858,86.7723571990005,35.37524698878977,85.61270398047888,106.50808128884992,356.33396,22.595661544494853,119.15575083754129
UPGDCL,United Power Generation & Distribution Co. Ltd.,60.9742866351143,18.5462,18.5462,20.636909612873,20.20459954762094,21.43421427261257,27.36448603418827,77.38586,15.542997102598404,6.70973519414778
ISLAMIBANK,Islami Bank Bangladesh PLC,26.80779879402382,-0.3675,-0.3675,92.7790543298975,90.4139800703491,,,44.47872,127.95629920694671,74.95620394428273
LHB,LafargeHolcim Bangladesh PLC,24.5505722319306,3.5018,3.5018,5.59870618711379,4.112378145359783,4.629131799545969,,17.13135,0.09182317316522205,5.573490354308929
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,,,,,,
RENATA,Renata PLC,385.90095514268,22.1152,22.1152,50.4325104056776,15.044924540310557,39.536417255900325,55.772454815731884,313.48205,141.57938742948812,16.77266188304838
PUBALIBANK,Pubali Bank PLC,37.87495294242036,6.2532,6.2532,40.2944923631057,36.7064000649579,,,58.09389,61.03739543880317,44.40884407024444
CITYBANK,City Bank PLC,30.725351635692043,8.4664,8.4664,10.1011018431392,7.56630210970204,,,38.0936,46.03300405839695,24.537510726844445
EBL,Eastern Bank PLC,18.5127663780447,4.8996,4.8996,9.75722885400433,8.09410182739988,,,29.53392,65.73509412618112,17.668153931416946
UNILEVERCL,Unilever Consumer Care Limited,185.110466684217,41.2113,41.2113,24.4515006964189,21.489943249872706,34.12556542856665,36.52741435520572,116.29532,4.974702606857477,142.40555748846728
DUTCHBANGL,Dutch-Bangla Bank PLC,54.94028110998223,5.0883,5.0883,47.6429337081809,44.0570617347747,,,55.00208,56.88529843968664,61.54859479895575
PRIMEBANK,Prime Bank PLC,22.90599888756807,7.4577,7.4577,14.0427394376461,11.1067873554647,,,38.82156,85.15785407777781,22.169373146970866
ICB,Investment Corporation of Bangladesh,7.1922041817911,-16.2306,-16.2306,9.72343127164298,,-12.932874855587684,-12.74474387356604,32.38413,70.14489128236289,21.86548211059649
OLYMPIC,Olympic Industries PLC.,141.517413396011,10.225,10.225,14.2078337227507,6.377387488294798,10.917984408495704,13.458869376715443,65.33711,3.5644824088896843,34.3008979503867
MJLBD,MJL Bangladesh PLC,118.62767207485,8.5596,8.5596,18.8033879385403,-10.763946776574219,12.728153117706805,18.121244035480156,52.72316,81.25148315151903,11.541067382024995
BANKASIA,Bank Asia PLC,22.14380697770161,3.3724,3.3724,12.8293420867099,11.3179384282424,,,29.28163,23.7869861756445,27.824777148540445
POWERGRID,Power Grid Co. of Bangladesh Ltd.,35.5134246275426,1.2235,1.2235,19.0485550695464,-99.39329575560228,11.681349065100333,26.5984491904593,1.08893,620.8729755723657,34.57266906486164
BSRMSTEEL,BSRM Steels Limited,326.406179690253,14.2354,14.2354,14.9906121996795,-21.025515111616496,23.268713760381964,29.217542349099958,90.4794,128.75482544736371,12.404639264268758
BSCPLC,Bangladesh Submarine Cables PLC,21.8305966990829,13.9222,12.5051,16.2416554987365,16.18075085657534,12.621094759132387,14.928695235645533,90.14827,21.99255058625888,33.197865492277074
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,348.334031722718,20.6223,20.6223,25.377774172472,20.627094711835564,23.242487106486184,,168.51378,101.09395524604136,8.655217429044722
UTTARABANK,Uttara Bank PLC,20.294418528970393,5.1313,5.1313,10.7483915118324,8.93391629902768,,,29.66673,2.1668233194643802,15.05501927717207
BEACONPHAR,Beacon Pharmaceuticals PLC,,,,,,,,,,
JAMUNABANK,Jamuna Bank PLC,19.840421910916113,3.0127,3.0127,-37.8779729871995,,,,29.61679,19.9234383573029,22.469019842205192
MPETROLEUM,Meghna Petroleum Limited,1747.34410353552,62.1637,59.3939,25.9566311174113,22.877751197118627,13.863598455225702,,287.10425,1.4853039201536236,539.0137422089415
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,169.399155248164,17.3472,16.9785,14.0450197120288,12.850586468506355,22.805132182773644,,60.86028,16.98652544406843,49.10230293163995
SHAHJABANK,Shahjalal Islami Bank PLC,20.474100042940037,3.3077,3.3077,11.6508095664618,10.4217833234685,,,23.06672,35.16612932778715,23.469329616184208
JAMUNAOIL,Jamuna Oil Company Limited,15.2632944380147,54.4169,54.4169,-71.6859168609169,-75.37700448994156,1.6739135120254,2.968186346158374,291.67382,0.0,505.6775334753307
ACI,Advanced Chemical Industries PLC,1703.82240599098,1.3173,1.3173,-27.1072808771291,-60.24078126423172,128.09673706621732,151.49178442936517,90.70399,906.6471900901722,79.5619136533382
ALARABANK,Al-Arafah Islami Bank PLC,13.200951896577553,0.4191,0.4191,36.4118140754565,35.4407150796265,,,20.85816,62.17500200941361,26.832576433585924
TRUSTBANK,Trust Bank PLC,22.587196722175985,3.8394,3.8394,9.00501186281902,8.35848630023481,,,28.2998,33.86341162822289,29.28413262101296
IDLC,IDLC Finance PLC.,48.3141758842889,5.5755,5.5756,9.96826209034671,,15.258984150758408,15.882092783050089,49.95834,73.8772504157197,28.633972843627603
PADMAOIL,Padma Oil PLC,33.5478340980987,61.553,61.553,13.1567628922126,-2.648872193845739,8.327467163446,10.382647335028288,305.39292,1.8676357935617196,509.41997449933956
TITASGAS,Titas Gas Transmission and Distribution PLC,374.32085199907,-4.5584,-4.5584,6.56898470227959,6.012395787896841,-5.570403712612768,-3.434292383707007,85.98166,4.712885959347576,35.2406886034443
RECKITTBEN,Reckitt Benckiser (Bangladesh) PLC,1213.53439259259,168.2077,168.2077,117.69988042328,88.55682328042329,230.6623873015873,270.7899068783069,132.02497,39.923809523809524,255.6772486772487
BSC,Bangladesh Shipping Corporation,38.9781162348009,19.603,19.603,3.7071912066893,,16.52636010715964,19.40852488713413,111.26942,95.47474806444473,67.6510142456448
ACMELAB,ACME Laboratories Ltd.,183.634070269757,12.1121,12.1121,20.3531888637946,7.982286578983061,32.24778368982858,,128.12134,116.39726888300048,13.647694961807963
NBL,National Bank PLC,-5.978277685359501,-4.3153,-4.3153,,,,,-3.37891,27.77928555849006,1.5057934763338638
SUMITPOWER,Summit Power Ltd.,32.6597818740474,0.2695,0.2695,5.77599901256066,4.765780048618492,5.253412644372318,,40.48333,24.746778745604487,4.260679493703489
NCCBANK,National Credit and Commerce Bank PLC,17.366986052284872,1.1697,1.1697,-9.39411893716061,-11.0067614362794,,,22.74832,29.36521690770489,16.53214847805376
UCB,United Commercial Bank PLC,23.428033879303765,-1.079,-1.079,14.4347244096541,,,,26.02344,43.12036715047024,29.95962347384221
BESTHLDNG,Best Holdings PLC,,,,,,,,,,
MTB,Mutual Trust Bank PLC,20.98829194136427,2.9577,2.9577,-8.20214013955302,-9.29637103737223,,,28.86048,55.26989571540412,23.120880965909823
HEIDELBCEM,Heidelberg Materials Bangladesh PLC,257.495171102433,4.9706,4.9706,7.38349676250602,7.383496762506022,7.464235009533909,15.370070356603954,74.48091,17.489210418171734,26.924630262365675
DHAKABANK,Dhaka Bank PLC,16.75817817025281,0.8711,0.8711,-4.91360082299721,-5.93273896645514,,,22.93731,43.52594603640893,17.870089456549564
SOUTHEASTB,Southeast Bank PLC,14.714007160156921,0.615,0.615,11.0393716399061,10.889075849665,,,25.17027,18.116837042033346,18.40965961768397
SAPORTL,Summit Alliance Port Limited,25.5085700306327,2.2885,2.2885,4.20702974046761,2.3035084527116916,5.832214376158907,6.385754767663556,34.07908,15.679127579896347,3.420237244153128
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,681.124850804094,13.1198,13.1198,106.238320979532,92.67313450292397,46.472319444444445,98.45699122807018,219.0397,148.98590453216374,45.923863669590645
UNIQUEHRL,Unique Hotel & Resorts PLC,,,,,,,,94.42622,31.138373474864135,8.050162088994567
PTL,Paramount Textile PLC,66.4011997171501,6.378,6.378,8.6062600094555,2.3556433423033045,12.537067834017616,,43.92013,135.9079576059624,4.74055355674283
NATLIFEINS,National Life Insurance PLC,255.513111956554,70.9741,70.9741,52.608050695278,48.39337221461153,,,4.58613,0.0,
LINDEBD,Linde Bangladesh Limited,,,,,,,,,,
RAKCERAMIC,RAK Ceramics (Baneladesh) Limited,17.2286001891526,-0.9251,-0.9251,0.486711627540258,-0.029809796768292172,-0.07103633964110848,1.1749362017013483,15.30106,4.545943188027668,0.7070521168789865
IFIC,IFIC Bank PLC,-5.267020885245243,-10.3896,-10.3896,-9.40011710252519,-9.67702727087308,,,8.90574,5.586736723217036,20.206998945974156
IBNSINA,BN SINA Pharmaceutical Industry PLC,429.486537334478,26.1268,26.1268,30.7485923129219,-32.0231489128967,35.78466418127447,42.3630255859859,134.27075,91.2740681483619,12.623024017025935
SPCL,Shahjibazar Power Co Ltd,71.2665370134019,4.1146,4.1146,9.64148506146297,9.36479432433181,6.115984123998617,,42.27928,10.804420316129802,2.933593463946028
MERCANBANK,Mercantile Bank PLC,12.916781868558298,-0.5836,-0.5836,18.2083135498124,17.9815337035744,,,26.28653,19.90510554754905,17.70455464791698
SQUARETEXT,Square Textiles PLC,121.951911007239,5.2469,5.2469,0.783390338247521,-2.4068087522559973,12.861604850647902,18.211273092288035,54.49548,79.52221252002514,8.081454560663516
SINGERBD,Singer Bangladesh Limited,210.734302167006,-16.8366,-16.8366,21.8050916063192,-13.200802869824027,7.696189249898784,14.874577692562774,13.39484,222.57760752005876,6.278399447365781
DESCO,Dhaka Electric Supply Co. Ltd.,21.1296429871721,-0.72,-0.72,20.7290344640963,11.404617313441642,3.168329202385803,9.337664135076015,24.41071,103.82935785032609,51.63470918430214
DELTALIFE,Delta Life Insurance Company Ltd.,109.88280779798,14.6367,14.6367,-17.741158569697,-18.002774787878785,,,28.46998,0.2006018181818182,
RUPALIBANK,Rupali Bank PLC,18.781648381727074,-4.0258,-4.0258,53.5394465538968,52.7148589015153,,,32.16513,10.9075494249389,83.62392131986653
ENVOYTEX,Envoy Textiles Ltd.,109.389631697524,9.1655,9.1655,12.3482380310577,6.484419476374864,17.880003553467244,22.00782107385048,59.667,67.09692372243853,1.5955379304279833
GPHISPAT,GPH Ispat Limited,104.965203559264,-1.062,-1.062,-6.22889812128646,-22.751937152403904,12.677623452371142,17.05576805254528,51.67657,144.7303844316595,6.907632706913625
DBH,DBH Finance PLC,45.8352923216949,4.9849,4.9849,8.83260952268395,,9.055425278708604,9.504641181066855,48.52287,61.43208327204963,92.51240604887195
IPDC,IPDC Finance PLC,26.923748672269,1.1599,1.1599,8.01706428956795,,5.07428293360107,5.546590785685561,17.06698,40.20941054866317,21.003966940161067
LANKABAFIN,LankaBangla Finance PLC,20.4877043455736,0.3866,0.3866,1.49890644717203,,2.7949186745657615,3.6183173899915486,18.86989,41.98045464532338,21.5286946385059
SONALIPAPR,Sonali Paper & Board Mills Ltd.,87.6953897182192,7.5834,7.5834,13.9722357025251,12.17889149699191,10.579085176263069,12.621332135060209,152.51829,36.05723770645959,35.976013887065996
RELIANCINS,Reliance Insurance PLC,21.7225048367939,10.1451,10.1451,10.3388127967905,9.463923951261554,,,76.62489,0.0,
ONEBANKPLC,One Bank PLC,12.671100000595127,0.6587,0.6587,-0.744653747197819,-1.22363104558764,,,23.59062,20.833269890431513,18.50394547865013
LOVELLO,Taufika Foods and Lovello Ice-cream PLC,,,,,,,,12.52043,23.215554533224847,1.7228617257925383
CROWNCEMNT,Crown Cement PLC,235.984035205387,3.7905,3.7905,15.0304717037037,2.0584383164983167,15.807773265993266,24.151962356902356,61.36154,98.61628808754209,3.513886707070707
EHL,Eastern Housing Ltd.,33.6531038735348,8.8185,8.8185,0.457073984334248,0.3749464099116105,7.207613233008467,7.955344290881392,92.20698,0.24845333961796606,49.26817600266829
FINEFOODS,Fine Foods Limited,,,,,,,,,,
CITYGENINS,City Insurance PLC,12.5717843095138,3.4,3.4,4.44671994102877,4.412050020976696,,,23.237,0.09845213139747043,
ORIONINFU,Orion Infusion Ltd.,32.6837960761816,1.8402,1.8402,3.36258924466693,3.3267091557071393,4.03746606050366,4.908079466555598,15.90041,15.199082356570017,2.020264236906525
ACIFORMULA,ACI Formulations PLC,112.087752571429,7.3482,7.3482,-1.52366560846561,-4.563448465608466,14.352369735449734,,77.3596,93.26171428571429,3.882730158730159
ORIONPHARM,Orion Pharma Ltd.,13.3229860726496,-2.4332,-2.4332,2.24322452136752,-0.3192802564102564,-0.25076564102564103,2.234227905982906,85.74161,114.30223517948718,1.8148857735042734
PIONEERINS,Pioneer Insurance PLC,18.4421235077796,4.2309,4.2309,3.87976547898027,3.740817843919082,,,44.48831,0.0,
IFADAUTOS,IFAD Autos PLC,,-0.3437,-0.3437,,,,,,,
PRAGATILIF,Pragati Life Insurance PLC,209.656224520121,34.2978,34.2978,23.1043176511451,18.659338027673932,,,12.35849,0.0,
PREMIERBAN,The Premier Bank PLC,4.548438730709418,-6.4353,-6.4353,4.61382085610126,4.39655143681216,,,16.14711,20.198085352690704,17.039959994264226
NRBCBANK,NRBC Bank PLC,8.01327842658269,-0.6872,-0.6872,-8.80749397247594,-9.31552306888765,,,16.90538,18.028641438902927,13.741232763427826
STANDBANKL,Standard Islami Bank PLC,7.941264194230514,0.788,0.788,11.429721900927,11.3347525165565,,,17.59794,35.90550958976071,11.004713336787876
GREENDELT,Green Delta Insurance PLC,29.1069005795234,5.3099,5.3099,4.51584733626399,,,,69.97741,0.0,
DOMINAGE,Dominage Steel Building Systems Ltd,1.20282889863548,-0.1368,-0.1368,0.504456637426901,0.09732602339181287,0.02787163742690059,,17.04813,0.7290604385964913,0.13746666666666668
PRAGATIINS,Pragati Insurance PLC,19.8459086386873,5.2773,5.2773,1.89988410265149,1.6683157240402255,,,56.43926,2.282841934274292e-05,
JHRML,JMI Hospital Requisite Manufacturing Ltd,12.566095464017,1.2945,1.2945,1.75335809054727,0.26236147394626336,2.688858982368845,3.787603839669411,34.63664,9.17756759854333,4.286432938752433
GQBALLPEN,G.Q. Ball Pen Industries Limited,2.12499663978495,-1.2723,-1.2723,1.03681373207885,-0.40556115591397845,-2.965846774193548,,139.66353,3.232862903225806,36.278113799283155
CONFIDCEM,Confidence Cement PLC,51.4181628772486,11.8304,11.8304,1.10247608829711,1.082647150925194,4.3201273822286534,7.140559852500395,96.07519,72.77373925250126,3.450415802018671
KEYACOSMET,Keya Cosmetic Ltd.,,,,,,,,,,
ABBANK,AB Bank PLC,-47.49301231194334,-56.0773,-56.0773,-18.2724103856503,-19.2517693770693,,,-27.36164,31.74007062868245,6.291144269061691
MALEKSPIN,Malek Spinning Mills PLC,115.343229498967,6.6023,6.6023,9.89285123450413,-3.9077407024793387,10.787961208677686,13.944981146694214,63.64125,49.13459271694215,8.820196978305784
KBPPWBIL,Khan Brothers PP Woven Bag Industries Ltd,1.90776573873558,0.5582,0.5582,0.991310286818569,,0.761205991316649,0.9418830123532883,11.81163,0.1269449593620514,1.3537580802634979
DOREENPWR,Doreen Power Generations & Systems Ltd.,79.3574049237412,4.2367,4.2367,14.0468804909544,9.17283746106653,15.51628269873391,21.200286876740712,55.14584,81.22180806518918,1.9918713895023028
ITC,IT Consultants PLC,12.3576491501879,3.4722,3.4722,3.7901203213272,-1.3110894102015025,3.8639792857856956,,23.83483,10.092269143751464,3.636500492749726
DAFODILCOM,Daffodil Computers PLC.,10.805844082963,0.0955,0.0955,1.59836001822558,1.4500677208338104,1.4215985642966853,1.7073924640001288,13.11405,4.3350839719506205,1.012805831160287
SHARPIND,Sharp Industries PLC,12.0081777385175,-1.7759,-1.7759,0.401895885324033,-0.13314433744798918,-0.6353391994385512,,8.63273,11.228116710831626,1.2920977524001984
BPML,Bashundhara Paper Mill Ltd.,17.6279066125011,-27.4875,-27.4875,-17.6219774252289,-17.199891391659502,-9.638618451871862,-2.320259200796891,44.3198,168.50470683421057,0.31733502342039965
NTC,National Tea Company Limited,,,,,,,,,,
NRBBANK,NRB Bank PLC,5.648003358591067,-2.1783,-2.1783,8.52901476598466,8.36980013530514,,,10.69857,7.764836210401814,12.836856036428129
CVOPRL,CVO Petrochemical Refinery PLC,41.1880860973634,5.7366,5.7366,7.92049768812758,7.804723715924227,7.344078406924897,8.346066760922279,30.78195,8.31714376755833,6.000344877085299
BBSCABLES,BBS Cables PLC,7.68923669922134,-5.0561,-5.0561,-2.08214285172776,-2.388699714548361,-1.9582786182935055,,26.32485,15.270135298009183,2.8942772111217714
