Symbol,Name,Revenue per share TTM,EPS basic TTM,EPS dil TTM,Operating cash flow per share TTM,FCF per share TTM,EBIT per share TTM,EBITDA per share TTM,Book per share FQ,Total debt per share FQ,Cash per share FQ
GP,Grameenphone Ltd.,116.486312254537,22.1106,22.1106,43.946903675604,32.1077814512544,41.81153527375118,68.29116825712383,46.3895,47.22513142342228,10.272277104354519
SQURPHARMA,Square Pharmaceuticals PLC,94.2259841296814,29.1755,29.1755,32.1303185880515,22.742909864810237,24.44564974887896,26.939582256215154,165.62288,0.40163274561557555,68.61058191472983
ROBI,Robi Axiata PLc,19.076627173934,1.789,1.789,9.03718832388745,5.847310115262559,3.557980671686326,9.578206518814136,13.33647,9.419326858329292,0.5049108213136052
BRACBANK,BRAC Bank PLC,42.87169892272555,9.1227,9.1227,-86.6782112246672,-91.4960098166212,,,51.56303,73.83996791378753,25.664075309729956
WALTONHIL,Walton Hi-Tech Industries PLC,211.061639938929,30.1664,30.1664,68.5016013312983,56.3682311823777,36.53410527386739,46.3023682315365,366.80128,76.06289861043255,7.7182163455355655
BATBC,British American Tobacco Bangladesh Co Ltd,154.490177777778,10.8147,10.8147,6.12063888888889,-5.657072222222222,38.54116851851852,53.44229814814815,102.49706,27.577274074074072,17.011418518518518
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,,,,,,
MARICO,Marico Bangladesh Limited.,,206.09,206.09,,,,,,,
BERGERPBL,Berger Paints Bangladesh Ltd.,607.178805638467,70.5858,70.5858,86.7723571990005,35.37524698878977,85.61270398047888,106.50808128884992,356.33396,22.595661544494853,119.15575083754129
UPGDCL,United Power Generation & Distribution Co. Ltd.,56.0732102661455,16.0229,16.0229,11.6175717735285,11.229915020696993,19.54709107769673,25.495047147788522,82.07573,12.478678016468894,2.1114037880626486
LHB,LafargeHolcim Bangladesh PLC,25.2405345911544,4.3986,4.3986,7.48328337093967,3.960425306759626,5.6066355913924335,6.888446309477529,16.41489,0.08570713900394662,8.195373839682066
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,,,,,,
