Symbol,Name,Operating CF TTM,Investing CF TTM,Financing CF TTM,FCF TTM,CAPEX TTM
GP,Grameenphone Ltd.,59341505000.0,-15679193000.0,-45533463000.0,43355138000.0,15986367000.0
SQURPHARMA,Square Pharmaceuticals PLC,28481953364.0,-13988832433.0,-11217845119.0,20160475420.0,8321477946.000001
ROBI,Robi Axiata PLc,47336186000.0,-16545282000.0,-30987772000.0,30627818000.0,16708367999.999998
BRACBANK,BRAC Bank PLC,40989935451.0,-228626637264.0,207067498890.0,34367385030.0,6622550420.0
WALTONHIL,Walton Hi-Tech Industries PLC,18443717905.0,-4297254128.0,-13393301835.0,13895536070.0,4548181832.0
BATBC,British American Tobacco Bangladesh Co Ltd,3305145000.0,-6317742000.0,3196186000.0,-3054819000.0,6359964000.0
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,
MARICO,Marico Bangladesh Limited.,5585566470.0,4095307919.0,-11198345393.0,5355648170.0,231203100.0
UPGDCL,United Power Generation & Distribution Co. Ltd.,11963118890.0,17149748597.000002,-27697841404.0,11712510790.0,250608103.0
BERGERPBL,Berger Paints Bangladesh Ltd.,4142075000.0,-2199788000.0,-1895574000.0,1688636000.0,2453439000.0
LHB,LafargeHolcim Bangladesh PLC,8690887000.0,-4089652000.0,-4717495000.0,4599533000.0,4091354000.0
ISLAMIBANK,Islami Bank Bangladesh PLC,149373411657.0,-290942134611.0,243832446099.0,145565656470.0,3807755185.0
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,
PUBALIBANK,Pubali Bank PLC,52440657390.0,-215339407390.0,175721999248.0,49179334650.0,3261322738.0
CITYBANK,City Bank PLC,15366019045.0,-94486521283.0,147926833777.0,13209750630.0,2156268418.0
RENATA,Renata PLC,5784457646.0,-4365905498.0,-695154652.0,1725607710.0,4058849934.0
EBL,Eastern Bank PLC,15570716435.0,-141119685003.0,129868961191.0,15273665070.0,297051368.0
DUTCHBANGL,Dutch-Bangla Bank PLC,46056478281.0,-127262295554.0,90587725924.0,43500714010.0,2555764268.0
UNILEVERCL,Unilever Consumer Care Limited,624634000.0,-105518000.0,-1230683000.0,563967000.0,60667000.0
PRIMEBANK,Prime Bank PLC,16297870870.0,-64462703459.0,49426558141.0,14871928670.0,1425942199.0
ICB,Investment Corporation of Bangladesh,8432732902.0,-7215863659.0,-751176302.0,,0.0
POWERGRID,Power Grid Co. of Bangladesh Ltd.,19181904940.0,-123415523764.0,103253819010.0,-84196339370.0,103378244307.0
OLYMPIC,Olympic Industries PLC.,2538422335.0,-3251832187.0,-524308892.0,407549500.0,2130872839.0
MJLBD,MJL Bangladesh PLC,5956011244.0,-8975111909.0,4480791487.0,-3409501960.0,9365513203.0
