Symbol,Name,Operating CF TTM,Investing CF TTM,Financing CF TTM,FCF TTM,CAPEX TTM
GP,Grameenphone Ltd.,55263200000.0,-16595765000.0,-36412988000.0,38387361000.0,16875839000.0
SQURPHARMA,Square Pharmaceuticals PLC,28481953364.0,-13988832433.0,-11217845119.0,20160475420.0,8321477946.000001
ROBI,Robi Axiata PLc,36192257000.0,-23238791000.0,-14764283000.0,12918610000.0,23273647000.0
BRACBANK,BRAC Bank PLC,-179307973246.943,3255220901.99999,236733455347.943,-189701468390.0,10393495147.0
BATBC,British American Tobacco Bangladesh Co Ltd,14138631000.0,-7164802000.0,-5750606000.0,6940473000.0,7198158000.0
WALTONHIL,Walton Hi-Tech Industries PLC,22826184222.0,-3553862496.0,-18931125670.0,18783088340.0,4043095878.0
MARICO,Marico Bangladesh Limited.,4122357983.0,1727385361.0,-5672944314.0,3774014200.0,348343787.0
BERGERPBL,Berger Paints Bangladesh Ltd.,,,,,
UPGDCL,United Power Generation & Distribution Co. Ltd.,6734651406.0,9357322815.0,-16169012201.0,6509928620.0,224722784.0
LHB,LafargeHolcim Bangladesh PLC,3719021000.0,-4598610000.0,-4663597000.0,-892596000.0,4598610000.0
BXPHARMA,Beximco Pharmaceuticals Plc,10469067580.0,-3592034369.0,-4542005635.0,7243571190.0,3591847297.0
PUBALIBANK,Pubali Bank PLC,18006551478.0,-210163825087.0,180139772203.0,15150107250.0,2856444225.0
CITYBANK,City Bank PLC,7070659701.0,-140755413446.0,166269950933.0,1671228360.0,5399431340.0
RENATA,Renata PLC,4795200646.0,-4028341498.0,-778093652.0,1079728710.0,3715471934.0
DUTCHBANGL,Dutch-Bangla Bank PLC,36345323877.0,-155210165183.0,109645349014.0,34583095280.0,1762228601.0
ISLAMIBANK,Islami Bank Bangladesh PLC,-20545628703.0,94262870745.0,-81458552204.0,-22025878700.0,1480250001.0
EBL,Eastern Bank PLC,10849823351.0,-138524366237.0,123753188424.0,9620428670.0,1229394678.0
UNILEVERCL,Unilever Consumer Care Limited,871170000.0,249739000.0,-835897000.0,824213000.0,46957000.0
ICB,Investment Corporation of Bangladesh,11990981299.0,-10349991500.0,-577911473.0,11641550740.0,349430555.0
PRIMEBANK,Prime Bank PLC,17511178731.0,-75341248138.0,46595779048.0,15592092760.0,1919085971.0
POWERGRID,Power Grid Co. of Bangladesh Ltd.,19181904940.0,-123415523764.0,103253819010.0,-84196339370.0,103378244307.0
BSRMSTEEL,BSRM Steels Limited,9487251662.0,-2211323491.0,-2883709089.0,7948623270.0,1548808077.0
OLYMPIC,Olympic Industries PLC.,2538422335.0,-3251832187.0,-524308892.0,407549500.0,2130872839.0
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,11784550310.0,-4787372500.0,-5960301109.0,10056058440.0,1730654762.0
MJLBD,MJL Bangladesh PLC,7867696145.0,-14889524356.0,6294174109.0,-7440363480.0,15308059620.0
BSCPLC,Bangladesh Submarine Cables PLC,3461418561.0,-3055426588.0,-328277346.0,3383274350.0,78144207.0
UTTARABANK,Uttara Bank PLC,11789479883.0,-104321434371.0,92461827397.0,11173940240.0,615539642.0
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,
BANKASIA,Bank Asia PLC,7415737297.0,-84913786203.0,74681861073.0,7153048300.0,262688992.99999997
BEACONPHAR,Beacon Pharmaceuticals PLC,,,,,
JAMUNABANK,Jamuna Bank PLC,-63341746623.0,-11435497888.0,56824574112.0,,0.0
MPETROLEUM,Meghna Petroleum PLC,13186347408.0,2470219999.0,-2165256485.0,12767276610.0,419070802.0
KOHINOOR,Kohinoor Chemical Company (Bangladesh) PLC,506149046.0,-326055463.0,-225697373.0,455033640.0,51115408.0
UCB,United Commercial Bank PLC,-42754728451.324,-7551475716.67601,132719470825.0,-43626007730.0,871279280.0
IDLC,IDLC Finance PLC.,4610759704.0,-18173228463.0,11547575149.0,3540395100.0,1070364602.0000001
JAMUNAOIL,JAMUNA OIL PLC,-10689986585.0,-5885016208.0,-1200982269.0,-10945054520.0,255067931.0
SHAHJABANK,Shahjalal Islami Bank PLC,-2107132103.0,-47477339897.0,33251863012.0,-2336012400.0,228880294.0
TITASGAS,Titas Gas Transmission and Distribution PLC,-6654773509.0,1416773574.0,-486071249.0,-7259564820.0,604791311.0
PADMAOIL,Padma Oil PLC,-252636000.0,-4197270999.9999995,-1572511000.0,-2112266999.9999998,1859631000.0
ALARABANK,Al-Arafah Islami Bank PLC,-120896454.0,-6141590728.0,6674859751.0,-997350070.0,876453618.0
BSC,Bangladesh Shipping Corporation,1399730379.0,-2852028482.0,763198859.0,,0.0
NCCBANK,National Credit and Commerce Bank PLC,3963553193.0,-56527599476.0,51270114892.0,3665028910.0,298524286.0
SUMITPOWER,Summit Power Ltd.,6379769855.0,5271357452.0,-14155445777.0,5386066470.0,993703384.0
ACMELAB,ACME Laboratories Ltd.,5723872737.0,-2565988802.0,-2152764062.0,3167556820.0,2556315914.0
ACI,Advanced Chemical Industries PLC,-2191865694.0,-3218887520.0,4607620316.0,-5034326300.0,2842460604.0
MTB,Mutual Trust Bank PLC,3125207379.0,-98901538138.0,103747568250.0,2300603970.0,824603410.0
BESTHLDNG,Best Holdings PLC,,,,,
RECKITTBEN,Reckitt Benckiser (Bangladesh) PLC,811644409.0,-107450324.0,-1661145841.0,702160300.0,109484107.0
SOUTHEASTB,Southeast Bank PLC,22673993101.0,-93210375352.0,62045159621.0,22459101270.0,214891828.0
TRUSTBANK,Trust Bank PLC,6146211403.0,-106891936973.0,89405130448.0,5225936970.0,1052789193.0000001
SAPORTL,Summit Alliance Port Limited,574285974.0,-573153090.0,-134482270.0,135628180.0,438657795.0
IPDC,IPDC Finance PLC,917948274.0,-5630342311.0,9401263975.0,881057970.0,36890303.0
SHARPIND,Sharp Industries PLC,303316614.0,-202114484.0,-182240048.0,140962530.0,162354088.0
RAKCERAMIC,RAK Ceramics (Baneladesh) Limited,173691800.0,-345621165.0,90195155.0,-168521400.0,345943965.0
