Symbol,Name,Operating CF TTM,Investing CF TTM,Financing CF TTM,FCF TTM,CAPEX TTM
GP,Grameenphone Ltd.,62722625000.0,-15974061000.0,-43474751000.0,46601019000.0,16121606000.0
SQURPHARMA,Square Pharmaceuticals PLC,19119455643.0,-7128252043.0,-10271468089.0,13589388950.0,5530066698.0
ROBI,Robi Axiata PLc,46389424000.0,-20839061000.0,-25657017000.0,25361533000.0,21027891000.0
BATBC,British American Tobacco Bangladesh Co Ltd,33476254999.999996,-3958863000.0,-20464959000.0,29482781000.0,3993474000.0
BRACBANK,BRAC Bank PLC,28539565350.0,-237992355369.0,193714950363.0,22193297070.0,6346268284.0
WALTONHIL,Walton Hi-Tech Industries PLC,13603628928.0,-4792287456.0,-10293210842.0,8407069750.000001,5234485905.0
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,
MARICO,Marico Bangladesh Limited.,6608128669.0,2616053791.0,-12190202333.0,6460065310.0,157062046.0
UPGDCL,United Power Generation & Distribution Co. Ltd.,3848746444.0,-11780430136.0,8338685643.000001,3210836360.0,637910086.0
BERGERPBL,Berger Paints Bangladesh Ltd.,1630951000.0,-1921234000.0,-2419031000.0,-440766000.0,2071717000.0
LHB,LafargeHolcim Bangladesh PLC,6502189000.0,-1735747000.0,-5103807000.0,4776007000.0,1739127000.0
ISLAMIBANK,Islami Bank Bangladesh PLC,,,,,
BXPHARMA,Beximco Pharmaceuticals Limited,,,,,
RENATA,Renata PLC,4729134327.0,-5785280521.0,1173290204.0,-988468180.0,5717602512.0
UNILEVERCL,Unilever Consumer Care Limited,448023000.0,-1283630000.0,-1229233000.0,387083000.0,60940000.0
DUTCHBANGL,Dutch-Bangla Bank PLC,22501899958.0,-99707458213.0,79937870627.0,18758729870.0,3743170087.0
CITYBANK,City Bank PLC,14162913354.0,-67197477101.0,170151845174.0,12219628480.0,1943284876.0
EBL,Eastern Bank PLC,14208436639.0,-125181010983.0,107532490192.0,13625644620.0,582792017.0
ICB,Investment Corporation of Bangladesh,25505454730.0,-22719521377.0,-2178810960.0,,0.0
PUBALIBANK,Pubali Bank PLC,24173357607.0,-170572357154.0,148010109300.0,21269568710.0,2903788895.0
PRIMEBANK,Prime Bank PLC,15963547452.0,-78169465203.0,62007774667.0,14889533810.0,1074013646.0
OLYMPIC,Olympic Industries PLC.,4254047963.0,-1161484390.0,-801302884.0,3225559720.0,1028488241.9999999
MJLBD,MJL Bangladesh PLC,2469997693.0,-4846349332.0,3033530461.0,-2125965800.0,4595963489.0
BEACONPHAR,Beacon Pharmaceuticals PLC,,,,,
BSRMSTEEL,BSRM Steels Limited,9668039710.0,-1603956777.0,-12824149297.0,-12768090220.0,22436129934.0
POWERGRID,Power Grid Co. of Bangladesh Ltd.,18458136751.0,-93108402801.0,69073936069.0,-70150266050.0,88608402801.0
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,8180739749.0,-717075570.0,-7523112527.0,6844379020.0,1336920287.0
BSCPLC,Bangladesh Submarine Cables PLC,2338088954.0,-2160254505.0,-474977964.0,,0.0
MPETROLEUM,Meghna Petroleum Limited,11569083495.0,-3115534056.0,-1930232983.0,10949647910.0,619435585.0
BANKASIA,Bank Asia PLC,16453599742.999998,-63616196282.0,47756861402.0,16257879540.0,195720201.0
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,1143343559.0,-519344482.0,-382625988.0,1108076490.0,35267071.0
UTTARABANK,Uttara Bank PLC,12176370982.0,-34903813856.0,22189517726.0,11828517460.0,347853517.0
JAMUNAOIL,Jamuna Oil Company Limited,17607212572.0,7736036508.0,-1110036378.0,16873925749.999998,733286825.0
JAMUNABANK,Jamuna Bank PLC,-44444139554.0,2109819469.0,47909399332.0,-45586646940.0,1142507385.0
PADMAOIL,Padma Oil PLC,8756688000.0,-1655131000.0,-1370697000.0,7951893000.0,804795000.0
SHAHJABANK,Shahjalal Islami Bank PLC,29744549385.0,-38776315195.0,11198893487.0,29463897910.0,280651475.0
TITASGAS,Titas Gas Transmission and Distribution PLC,16155221885.0,-3596466890.0,-104927439.0,15144981660.0,1010240224.0
TRUSTBANK,Trust Bank PLC,12313637965.0,-75110888011.0,69774328374.0,12066691620.0,259818528.0
ALARABANK,Al-Arafah Islami Bank PLC,27743080892.0,-27696044751.0,22430037178.0,26378711230.0,1364369664.0
BSC,Bangladesh Shipping Corporation,4129231323.0,1341224862.0,-5808435836.0,,0.0
RECKITTBEN,Reckitt Benckiser (Bangladesh) PLC,631900935.0,-151371030.0,-2358306432.0,481614000.0,150286940.0
ACMELAB,ACME Laboratories Ltd.,2383096285.0,-3830508399.0,1433220125.0,-1405150700.0,3788246985.0
IDLC,IDLC Finance PLC.,2303855928.0,-22785636438.0,13162052241.0,2143935170.0000002,159920755.0
SUMITPOWER,Summit Power Ltd.,4236653443.9999995,3042806651.0,-6348150372.0,2947314020.0,1289339420.0
BESTHLDNG,Best Holdings PLC,1344951229.0,-2516278841.0,35037390.0,-797680740.0,2142631972.0000002
ACI,Advanced Chemical Industries PLC,-1748223078.0,-3996257008.0,6121156355.0,-4801772140.0,3053549065.0
UCB,United Commercial Bank PLC,22379248819.0,-58123560251.0,97630232304.0,,0.0
MIDLANDBNK,Midland Bank PLC,-6715036026.0,-1175580902.0,11779029481.0,-7342567270.0,627531241.0
MTB,Mutual Trust Bank PLC,9893587605.0,-53060353082.0,49516482509.0,9248562100.0,645025505.0
HEIDELBCEM,Heidelberg Materials Bangladesh PLC,417194000.0,-310820000.0,-1472589000.0,417194000.0,310794000.0
NCCBANK,National Credit and Commerce Bank PLC,-3774292007.0,-23842292622.0,31696101911.0,-4076772210.0,302480199.0
SOUTHEASTB,Southeast Bank PLC,12415735254.0,-28361945877.0,23145562746.0,12217937290.0,197797963.0
LINDEBD,Linde Bangladesh Limited,,,,,
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,1221230065.0,-152812129.0,-1134066031.0,1066779900.0,157020395.0
UNIQUEHRL,Unique Hotel & Resorts PLC,,,,,
DHAKABANK,Dhaka Bank PLC,-902264334.0,-28343816826.0,27187635268.0,-1215181570.0,312917233.0
NATLIFEINS,National Life Insurance PLC,5967485713.0,-9294059214.0,-413300610.0,5365963610.0,601522107.0
SQUARETEXT,Square Textiles PLC,-1569925384.0,-1812889972.0,3548847103.0,-3387965360.0,1818039972.0
SAPORTL,Summit Alliance Port Limited,692568542.0,-81249253.0,-259741360.0,614111620.0,78456917.0
ORIONINFU,Orion Infusion Ltd.,2466751.0,-1129440.0,3106216.0,1710310.0,756436.9999999991
SINGERBD,Singer Bangladesh Limited,285444869.0,-4455577497.0,-1792510212.0,-4173553540.0,4458998411.0
RAKCERAMIC,RAK Ceramics (Baneladesh) Limited,419119200.0,-283529237.0,-404165823.0,142368030.0,289050941.0
IFIC,IFIC Bank PLC,-11124518463.0,16342587722.0,-36559339.9999998,-11789026300.0,664507840.0
RUPALIBANK,Rupali Bank PLC,11663203363.0,-56038945110.0,53936017055.0,11198124660.0,465078699.0
DELTALIFE,Delta Life Insurance Company Ltd.,-1315628685.0,1069084511.0,-921244304.0,-1335622220.0,19993533.0
NBL,National Bank Limited,,,,,
PTL,Paramount Textile PLC,1624009539.0,-946349328.0,-7739178.9999999795,805379190.0,818630348.0
IBNSINA,BN SINA Pharmaceutical Industry PLC,732914294.0,-738703499.0,63546461.0,-82363890.0,815278180.0
MERCANBANK,Mercantile Bank PLC,22794789288.0,-34542031522.0,19243805869.0,22571994500.0,222794786.0
ENVOYTEX,Envoy Textiles Ltd.,655906808.0,-553559658.0,-80313387.0,98154260.0,557752551.0
LOVELLO,Taufika Foods and Lovello Ice-cream PLC,,,,,
IPDC,IPDC Finance PLC,3693965855.0,-12622840552.0,6927665868.0,3664337300.0,29628558.0
KBPPWBIL,Khan Brothers PP Woven Bag Industries Ltd,9663500.0,0.0,-9597859.0,9663500.0,0.0
GPHISPAT,GPH Ispat Limited,483200399.0,-6050169191.0,6819630321.0,-5109798770.0,5593704121.0
SONALIPAPR,Sonali Paper & Board Mills Ltd.,,,,,
SPCL,Shahjibazar Power Co Ltd,-149319240.0,-169882822.0,241765526.0,-285006060.0,135686816.0
PRAGATILIF,Pragati Life Insurance PLC,354560952.0,-198355999.0,-45330393.0,248111990.0,106448963.0
DESCO,Dhaka Electric Supply Co. Ltd.,6331412158.0,-9577460742.0,3590693097.0,2669906720.0,3661505433.0
CROWNCEMNT,Crown Cement PLC,1654394826.0,-1273232842.0,-436327014.0,116978430.0,1537416392.0
LANKABAFIN,LankaBangla Finance PLC,807668685.0,-3940902214.0,3204234239.0,706336630.0,101332056.0
ONEBANKPLC,One Bank PLC,165798906.999999,-11378310793.0,16806603717.999998,-334631150.0,500430060.0
DBH,DBH Finance PLC,1959293045.0,-7378448811.0,6060686533.0,1865487270.0,93805778.0
EHL,Eastern Housing Ltd.,,,,,
ORIONPHARM,Orion Pharma Ltd.,1067966975.9999999,-2162434229.0,962168158.0,-978837720.0,2046804698.0
RELIANCINS,Reliance Insurance PLC,1407049112.0,-1580871771.0,-315655020.0,1336750480.0,70298634.0
ACIFORMULA,ACI Formulations PLC,489299632.0,-80306565.0,-295276434.0,400771620.0,88528017.0
PREMIERBAN,The Premier Bank PLC,2340755920.0,-31382570003.0,8943887944.0,1875045160.0,465710760.0
PRAGATIINS,Pragati Insurance Limited,115856519.0,-108852962.0,-251186884.0,93092520.0,22764004.0
STANDBANKL,Standard Bank PLC,14545313560.0,-10247928060.0,5317484624.0,,0.0
JHRML,JMI Hospital Requisite Manufacturing Ltd,100496187.0,-527844162.0,273565016.0,-193663260.0,312050024.0
NAVANAPHAR,Navana Pharmaceuticals PLC,1467647429.0,-1078772592.0,-519174222.0,361502940.0,1106144485.0
IFADAUTOS,IFAD Autos PLC,-696349628.0,-464360355.0,719147064.0,-730883340.0,34533714.0
GREENDELT,Green Delta Insurance PLC,406264589.0,-15058729.0,-61085114.0,,
SBACBANK,SBAC Bank PLC.,1346978895.441,-864203993.0,-2180996684.441,,0.0
MALEKSPIN,Malek Spinning Mills PLC,-427242331.0,-2117229058.0,101911700.0,-2766346020.0,2339103692.0
CITYGENINS,City Insurance PLC,210162136.0,-7513843.0,-68166122.0,208878080.0,1284054.0
ITC,IT Consultants PLC,610001745.0,-828316356.0,363314033.0,-19689690.0,632306356.0
MATINSPINN,Matin Spinning PLC,,,,,
CVOPRL,CVO Petrochemical Refinery PLC,229908594.0,-8486956.0,-178479956.0,221649250.0,8259340.0
DOREENPWR,Doreen Power Generations & Systems Ltd.,1171314577.0,-983547115.0,-132841889.000001,899250910.0,272063670.0
KEYACOSMET,Keya Cosmetic Ltd.,,,,,
NTC,National Tea Company Limited,,,,,
PIONEERINS,Pioneer Insurance PLC,362938509.0,-50630583.0,-422324314.0,352037140.0,10901367.0
CONFIDCEM,Confidence Cement PLC,-216954649.0,-26105740.0,254017408.0,-219863910.0,2909259.0
GQBALLPEN,G.Q. Ball Pen Industries Limited,,,,,
EXIMBANK,Export Import Bank of Bangladesh PLC,30958110395.0,-24516881138.0,-22113435293.0,,0.0
PREMIERCEM,Premier Cement Mills PLC,720246923.0,-2157870152.0,1262184480.0,-1255779150.0,1976026075.0
BPML,Bashundhara Paper Mill Ltd.,-1279401692.0,-2205521993.0,3090903684.0,-3570286390.0,2290884700.0
ABBANK,AB Bank PLC,-4119708644.9999995,-11731218823.0,11318419357.0,-4455798230.0,336089584.0
NRBCBANK,NRBC Bank PLC,-14767999529.0,4004154658.0,12838713760.0,-15287451670.0,519452139.0
NRBBANK,NRB Bank PLC,5890028426.0,-11576950305.0,3621249539.0,5780076840.0,109951584.0
SEAPEARL,Sea Pearl Beach Resort & Spa Ltd.,393213359.0,-18883840.0,-408690189.0,-145352120.0,538565480.0
SHARPIND,Sharp Industries PLC,74033287.9999999,-81033476.0,7594568.99999998,-57764480.0,131797764.0
TECHNODRUG,Techno Drugs Ltd.,,,,,
KPCL,Khulna Power Company Ltd.,295106813.0,-71245118.0,-104805371.0,218063540.0,77043269.0
SIBL,Social Islami Bank PLC,-4902564604.0,35003058267.0,-101555153259.0,-5105078180.0,202513574.0
FEKDIL,Far East Knitting & Dyeing Industries PLC.,,,,,
ADNTEL,ADN Telecom Ltd.,446726200.0,-398180159.0,-71650662.0,90421820.0,356304380.0
EASTRNLUB,Eastern Lubricants Blenders PLC,90360000.0,-55557000.0,-12632000.0,90360000.0,0.0
JMISMDL,JMI Syringes & Medical Devices Ltd.,,,,,
APEXFOOT,Apex Footwear Ltd.,3038468854.0,-699074511.0,-2347214181.0,2339394340.0,699074511.0
AFTABAUTO,Aftab Automobiles Ltd.,9945044.999999989,-52735796.0,130560256.00000001,-42790750.0,52735796.0
TAMIJTEX,Tamijuddin Textile Mills PLC,401390235.0,-188361751.0,-358304544.0,213028480.0,188361751.0
MIRAKHTER,Mir Akhter Hossain Ltd,1496637795.0,-1379013639.0,-54225850.0,1111447860.0,385189932.0
RUNNERAUTO,Runner Automobiles PLC,1144341329.0,-287164552.0,-802330475.0,646693170.0,497648161.0
INDEXAGRO,Index Agro Industries Ltd,-727216068.0,-167829088.0,875849476.0,-997623090.0,205504302.0
GENEXIL,Genex Infosys PLC,404116815.0,-1055156766.0000001,616359681.0,-446889380.0,996366358.0
BBSCABLES,BBS Cables PLC,-8960601.0,-128867444.0,45448596.0,-137828040.0,128867444.0
ESQUIRENIT,Esquire Knit Composite PLC,-443216277.0,-150451935.0,379915083.0,-658872910.0,215656636.0
NHFIL,National Housing Finance PLC,277671780.0,845485999.0,245637133.0,275811760.0,1860024.0
MONOSPOOL,Monospool Bangladesh PLC,-172651688.0,-209020965.0,350417050.0,-381860420.0,209208732.0
AMANFEED,Aman Feed PLC,165505768.0,-1659647.0,-153618292.0,163846120.0,1659647.0
BDFINANCE,Bangladesh Finance PLC,,,,,
KDSALTD,KDS Accessories Ltd.,275339513.0,-12316158.0,-251160714.0,262652460.00000003,12687054.0
ECABLES,Eastern Cables Ltd.,,,,,
EPGL,Energypac Power Generation PLC,-1147927653.0,378939841.0,731034366.0,,
KAY&QUE,Kay and Que (Bangladesh) Ltd.,28336108.0,11393091.0,-42044731.0,,1102771.0
MONNOCERA,Monno Ceramic Industries Limited.,-179783261.0,57513761.0,72841646.0,-312495740.0,132712481.0
RUPALILIFE,Rupali Life Insurance Co. Ltd.,41385838.0,-47151257.0,-36486089.0,,
POPULARLIF,Popular Life Insurance Co. Ltd.,-655461641.0,984080848.0,-236616469.0,-680605840.0,25144204.0
QUASEMIND,Quasem Industries Limited.,48804115.0,-35903790.0,-10637547.0,13823780.0,34980334.0
RAHIMAFOOD,Rahima Food Corporation Ltd.,3016023.0,-18060.0,-16651957.0,2997960.0,18060.0
FARCHEM,FAR Chemicals Industries Ltd,-228990710.0,-89304296.0,449898079.0,,0.0
FIRSTSBANK,First Security Islami Bank PLC,-15137257042.0,2770598667.0,-16338914656.0,-15476855630.0,339598592.0
INTRACO,Intraco Refueling Station PLC,-46785070.0,-619671119.0,613690737.0,-645798480.0,599013407.0
ANWARGALV,Anwar Galvanizing Ltd.,-96138979.0,-218471648.0,295029099.0,-107266400.0,11127418.0
SAIHAMCOT,Saiham Cotton Mills Ltd.,-98195926.0,-312441000.0,492192822.0,-296049660.0,197853730.0
ARGONDENIM,Argon Denims Ltd.,-49709262.0,-46588290.0,94533693.0,-96297550.0,46588290.0
GHAIL,Golden Harvest Agro Industries Ltd.,-286544048.0,37966005.0,205763226.0,-301567480.0,15023431.0
NTLTUBES,National Tubes Limited,105319371.0,-9256157.0,-94676306.0,96063210.0,9256157.0
SHASHADNIM,Shasha Denims PLC,542547501.0,-583041759.0,15555682.0,-58207860.0,600755359.0
UNITEDFIN,United Finance PLC,678913173.0,2316456523.0,-2947719286.0,633292200.0,45620969.0
HWAWELLTEX,Hwa Well Textiles (BD)PLC,-168497247.0,-93622152.0,-111855220.0,-286419410.0,117922166.0
SIMTEX,Simtex Industries PLC,75520759.0,-66680466.99999999,570710.0000000021,23069200.0,52451558.0
LEGACYFOOT,Legacy Footwear Ltd.,9906652.0,-74855589.0,-4348586.0,-36254050.0,46236754.0
DOMINAGE,Dominage Steel Building Systems Ltd,37024355.0,-127998325.0,-3002556.0,-90973970.0,127998325.0
CRYSTALINS,Crystal Insurance Company Ltd,,,,,
AIL,Alif Industries Ltd.,-37808225.0,0.0,11051134.0,-37808220.0,0.0
SANDHANINS,Shandhani Life Insurance Co.Ltd,142778033.0,368605648.0,-130195589.00000001,122204680.0,20573351.0
FORTUNE,Fortune Shoes Ltd.,,,,,
MEGHNALIFE,Meghna Life Insurance PLC,,,,,
SPCERAMICS,Shinepukur Ceramics Limited.,,,,,
AMBEEPHA,Ambee Pharmaceuticals PLC,-50273194.0,-124093280.0,179013209.0,-76269470.0,25996280.0
DAFODILCOM,Daffodil Computers PLC.,52964361.0,-18426421.0,-36472198.0,51393290.0,1571074.0
SHEPHERD,Shepherd Industries PLC,57827232.0,56543575.0,-97775745.0,,0.0
BPPL,Baraka Patenga Power Ltd.,,,,,
SONALIANSH,Sonali Aansh Industries Limited.,,,,,
MONNOFABR,Monno Fabrics Ltd.,22965526.0,-6296291.0,-23475186.0,16669239.999999998,6296291.0
BNICL,Bangladesh National Insurance Company Ltd,320009905.0,-51301053.0,-88500000.0,317628800.0,2381107.0
CENTRALINS,Central Insurance Company Limited,60657078.0,-59376248.0,-116122512.0,61972360.0,-1315278.0
BEACHHATCH,Beach Hatchery Ltd,,,,,
SALVOCHEM,Salvo Chemical Industry Ltd.,359853887.0,-292819438.0,-101306976.0,72655030.0,287198860.0
CLICL,Chartered Life Insurance PLC,206716507.0,-194916932.0,-20908833.0,204066000.0,2650509.0
DSSL,Dragon Sweater & Spinning Ltd.,,,,,
AAMRANET,aamra networks ltd,64119090.999999896,-480717543.0,418101345.0,-551598450.0,615717543.0
EIL,Express Insurance Ltd.,138570504.0,-57465986.0,-45494164.0,120450050.0,18120454.0
NPOLYMER,National Polymer Industries PLC,495439671.0,-393748033.0,-95938296.0,145989780.0,349449888.0
MLDYEING,M.L. Dyeing & Textile Ind. PLC,-242954668.0,-45861868.0,219664107.0,-288816540.0,45861868.0
SAIFPOWER,SAIF Powertec Ltd.,,,,,
WMSHIPYARD,Western Marine Shipyard Limited,,,,,
UNITEDINS,United Insurance Company Limited,215691967.0,-311659044.0,-2128067.0,211419380.0,4272587.0
ACFL,Aman Cotton Fibrous PLC,592083620.0,-221370501.0,-154767724.0,591640120.0,443499.0
SUNLIFEINS,Sunlife Insurance Co. Ltd.,,,,,
LRBDL,Lub-rref (Bangladesh) Ltd,278341158.0,-1646828311.0,999963277.0,-1368487150.0,1646828312.0
BGIC,Bangladesh General Insurance Company PLC,,,,,
WATACHEM,Wata Chemicals Ltd.,419776777.0,-129823591.0,-243172784.0,291235750.0,128541028.00000001
QUEENSOUTH,Queen South Textile Mills Ltd.,,,,,
ICBIBANK,ICB Islamic Bank Limited,-131088287.00000001,534100736.0,-269882190.0,-133034560.0,1946276.0
ETL,Evince Textiles Ltd.,361243184.0,-338071193.0,-185990922.0,32171990.0,329071193.0
ATLASBANG,Atlas Bangladesh Limited,,,,,
FAREASTLIF,Fareast Islami Life Insurance Company Limited,,,,,
PEOPLESINS,Peoples Insurance Company Limited,265196504.0,-139423771.0,-46200000.0,196018020.0,69178482.0
RUPALIINS,Rupali Insurance Company Ltd.,33492770.999999996,-54218561.0,-73862245.0,-929500.0,34422276.0
GIB,Global Islami Bank PLC,11078993692.0,-7818628116.0,-8221517978.0,11003289390.0,75704301.0
RDFOOD,Rangpur Dairy and Food Products Limited,78950145.0,-167930774.0,106908703.0,-88103410.0,168877421.0
GOLDENSON,Golden Son Limited,-253734371.0,-302155997.0,520263723.0,-556956370.0,303221997.0
