Symbol,Name,Operating CF TTM,Investing CF TTM,Financing CF TTM,FCF TTM,CAPEX TTM
GP,Grameenphone Ltd.,62722625000.0,-15974061000.0,-43474751000.0,46601019000.0,16121606000.0
SQURPHARMA,Square Pharmaceuticals PLC,19119455643.0,-7128252043.0,-10271468089.0,13589388950.0,5530066698.0
ROBI,Robi Axiata PLc,46270344000.0,-19695568000.0,-27491062000.0,26390177000.0,19880167000.0
BRACBANK,BRAC Bank PLC,40989935451.0,-228626637264.0,207067498890.0,34367385030.0,6622550420.0
BATBC,British American Tobacco Bangladesh Co Ltd,-8532623000.0,-5039031000.0,3682502000.0,-13590909000.0,5058286000.0
WALTONHIL,Walton Hi-Tech Industries PLC,13603628928.0,-4792287456.0,-10293210842.0,8407069750.000001,5234485905.0
BEXIMCO,Bangladesh Export Import Company Ltd.,,,,,
MARICO,Marico Bangladesh Limited.,7262355697.0,5743443259.0,-10922745262.0,7081384960.0,188684626.0
UPGDCL,United Power Generation & Distribution Co. Ltd.,3848746444.0,-11780430136.0,8338685643.000001,3210836360.0,637910086.0
BERGERPBL,Berger Paints Bangladesh Ltd.,4142075000.0,-2199788000.0,-1895574000.0,1688636000.0,2453439000.0
ISLAMIBANK,Islami Bank Bangladesh PLC,149373411657.0,-290942134611.0,243832446099.0,145565656470.0,3807755185.0
LHB,LafargeHolcim Bangladesh PLC,6502189000.0,-1735747000.0,-5103807000.0,4776007000.0,1739127000.0
BXPHARMA,Beximco Pharmaceuticals Plc,,,,,
UNILEVERCL,Unilever Consumer Care Limited,512232999.99999994,-1603002000.0,-1229659000.0,453496000.0,58737000.0
RENATA,Renata PLC,4729134327.0,-5785280521.0,1173290204.0,-988468180.0,5717602512.0
PUBALIBANK,Pubali Bank PLC,52440657390.0,-215339407390.0,175721999248.0,49179334650.0,3261322738.0
CITYBANK,City Bank PLC,15366019045.0,-94486521283.0,147926833777.0,13209750630.0,2156268418.0
DUTCHBANGL,Dutch-Bangla Bank PLC,46056478281.0,-127262295554.0,90587725924.0,43500714010.0,2555764268.0
EBL,Eastern Bank PLC,15570716435.0,-141119685003.0,129868961191.0,15273665070.0,297051368.0
PRIMEBANK,Prime Bank PLC,16297870870.0,-64462703459.0,49426558141.0,14871928670.0,1425942199.0
ICB,Investment Corporation of Bangladesh,25505454730.0,-22719521377.0,-2178810960.0,,0.0
MJLBD,MJL Bangladesh PLC,2469997693.0,-4846349332.0,3033530461.0,-2125965800.0,4595963489.0
OLYMPIC,Olympic Industries PLC.,,,,,
POWERGRID,Power Grid Co. of Bangladesh Ltd.,18081384906.0,-117596730258.0,96803696666.0,-87165388850.0,105246773758.0
BEACONPHAR,Beacon Pharmaceuticals PLC,,,,,
MPETROLEUM,Meghna Petroleum Limited,11569083495.0,-3115534056.0,-1930232983.0,10949647910.0,619435585.0
BANKASIA,Bank Asia PLC,16453599742.999998,-63616196282.0,47756861402.0,16257879540.0,195720201.0
BSCPLC,Bangladesh Submarine Cables PLC,2888382198.0,-2766760555.0,18617919.0,,0.0
BSRMLTD,Bangladesh Steel Re-Rolling Mills Ltd.,,,,,
BSRMSTEEL,BSRM Steels Limited,7516982588.0,-919606798.0,-10060687821.0,-8835749040.0,16362911305.0
JAMUNAOIL,Jamuna Oil Company Limited,17607212572.0,7736036508.0,-1110036378.0,16873925749.999998,733286825.0
UTTARABANK,Uttara Bank PLC,10428829708.0,-51042470304.0,33890154086.000004,10095351000.0,333478705.0
KOHINOOR,Kohinoor Chemical Co. (Bangladesh) Ltd.,1143343559.0,-519344482.0,-382625988.0,1108076490.0,35267071.0
JAMUNABANK,Jamuna Bank PLC,-35580205375.0,-21969495779.0,64030137256.0,,0.0
SHAHJABANK,Shahjalal Islami Bank PLC,25097155969.0,-37586946270.0,28402939414.0,24839961940.0,257194025.0
PADMAOIL,Padma Oil PLC,8756688000.0,-1655131000.0,-1370697000.0,7951893000.0,804795000.0
ALARABANK,Al-Arafah Islami Bank PLC,41935184526.0,-46389968540.0,36164470945.0,40816777860.0,1118406662.0
TRUSTBANK,Trust Bank PLC,8951697537.0,-88178121533.0,85940891611.0,9002543560.0,-43948059.0
ACI,Advanced Chemical Industries PLC,-1748223078.0,-3996257008.0,6121156355.0,-4801772140.0,3053549065.0
RECKITTBEN,Reckitt Benckiser (Bangladesh) PLC,556131935.0,-137700030.0,-2492224432.0,418430990.0,137700940.0
UCB,United Commercial Bank PLC,22379248819.0,-58123560251.0,97630232304.0,,0.0
BSC,Bangladesh Shipping Corporation,4129231323.0,1341224862.0,-5808435836.0,,0.0
ACMELAB,ACME Laboratories Ltd.,2383096285.0,-3830508399.0,1433220125.0,-1405150700.0,3788246985.0
TITASGAS,Titas Gas Transmission and Distribution PLC,16155221885.0,-3596466890.0,-104927439.0,15144981660.0,1010240224.0
IDLC,IDLC Finance PLC.,4229656199.0,-26464810829.0,21365409855.0,2845823290.0,1383832907.0
BESTHLDNG,Best Holdings PLC,1344951229.0,-2516278841.0,35037390.0,-797680740.0,2142631972.0000002
SUMITPOWER,Summit Power Ltd.,4236653443.9999995,3042806651.0,-6348150372.0,2947314020.0,1289339420.0
MTB,Mutual Trust Bank PLC,-8870054527.0,-34639452271.0,51371425308.0,-9646731900.0,776677375.0
HEIDELBCEM,Heidelberg Materials Bangladesh PLC,417194000.0,-310820000.0,-1472589000.0,417194000.0,310794000.0
NCCBANK,National Credit and Commerce Bank PLC,-10431446625.0,-26588213943.0,41711171322.0,-10785553020.0,354106391.0
BATASHOE,Bata Shoe Co. (Bangladesh) Ltd.,1453340231.0,-185052094.0,-1099240150.0,1267768480.0,188141982.0
LINDEBD,Linde Bangladesh Limited,,,,,
UNIQUEHRL,Unique Hotel & Resorts PLC,,,,,
DHAKABANK,Dhaka Bank PLC,-5138740252.0,-48643141587.0,58971397911.0,-5472773830.0,334033574.0
SOUTHEASTB,Southeast Bank PLC,14764015757.0,-47347267005.0,31151881135.0,14563010710.0,201005047.0
SAPORTL,Summit Alliance Port Limited,692568542.0,-81249253.0,-259741360.0,614111620.0,78456917.0
MIDLANDBNK,Midland Bank PLC,-6715036026.0,-1175580902.0,11779029481.0,-7342567270.0,627531241.0
SQUARETEXT,Square Textiles PLC,-1569925384.0,-1812889972.0,3548847103.0,-3387965360.0,1818039972.0
NATLIFEINS,National Life Insurance PLC,5709129878.0,-8943920470.0,-1178442.0,5251744620.0,457385257.0
IBNSINA,BN SINA Pharmaceutical Industry PLC,733348288.0,-803509973.0,18617321.0,-248148500.0,981496786.0
SINGERBD,Singer Bangladesh Limited,2174029516.0,-3506101939.0,-2767003183.0,-1316157510.0,3537472753.0
SPCL,Shahjibazar Power Co Ltd,-149319240.0,-169882822.0,241765526.0,-285006060.0,135686816.0
RAKCERAMIC,RAK Ceramics (Baneladesh) Limited,301053038.0,-264996572.0,-250840977.0,32557730.0,270376071.0
RUPALIBANK,Rupali Bank PLC,26123612716.0,-69598555034.0,43771793868.0,25721269960.0,402342760.0
DESCO,Dhaka Electric Supply Co. Ltd.,6331412158.0,-9577460742.0,3590693097.0,2669906720.0,3661505433.0
DELTALIFE,Delta Life Insurance Company Ltd.,-2195468373.0,3473195654.0,-858296810.0,-2227843380.0,32375006.0
MERCANBANK,Mercantile Bank PLC,20148872487.0,-40689549345.0,17781986627.0,19897923480.0,250949006.0
ENVOYTEX,Envoy Textiles Ltd.,1335629163.0,-1038822271.0,-37109961.0,298105500.0,1037523662.0
PTL,Paramount Textile PLC,1624009539.0,-946349328.0,-7739178.9999999795,805379190.0,818630348.0
GPHISPAT,GPH Ispat Limited,483200399.0,-6050169191.0,6819630321.0,-5109798770.0,5593704121.0
IFIC,IFIC Bank PLC,-18067839563.0,-17099315029.000002,47392867050.0,-18600084900.0,532245338.99999994
IPDC,IPDC Finance PLC,3280008926.0,-11358892693.0,8278669022.0,3250934870.0,29074058.0
CROWNCEMNT,Crown Cement PLC,1654394826.0,-1273232842.0,-436327014.0,116978430.0,1537416392.0
NBL,National Bank Limited,,,,,
ONEBANKPLC,One Bank PLC,-793668262.0,-19832344615.0,21049370651.0,-1339596130.0,545927864.0
DBH,DBH Finance PLC,1791853599.0,-613542253.0,3640012052.0,1711416020.0,80437576.0
ORIONINFU,Orion Infusion Ltd.,2466751.0,-1129440.0,3106216.0,1710310.0,756436.9999999991
EHL,Eastern Housing Ltd.,,,,,
LANKABAFIN,LankaBangla Finance PLC,807668686.0,-3940902214.0,3204234239.0,706336630.0,101332056.0
LOVELLO,Taufika Foods and Lovello Ice-cream PLC,,,,,
SONALIPAPR,Sonali Paper & Board Mills Ltd.,,,,,
RELIANCINS,Reliance Insurance PLC,1087240792.0,-919510076.0,-315752508.0,995236530.0,92004261.0
ORIONPHARM,Orion Pharma Ltd.,1067966975.9999999,-2162434229.0,962168158.0,-978837720.0,2046804698.0
ACIFORMULA,ACI Formulations PLC,489299632.0,-80306565.0,-295276434.0,400771620.0,88528017.0
KBPPWBIL,Khan Brothers PP Woven Bag Industries Ltd,9663500.0,0.0,-9597859.0,9663500.0,0.0
STANDBANKL,Standard Bank PLC,12442699772.0,-9702349196.0,12572397843.0,12339313570.0,103386200.0
JHRML,JMI Hospital Requisite Manufacturing Ltd,100496187.0,-527844162.0,273565016.0,-193663260.0,312050024.0
IFADAUTOS,IFAD Autos PLC,-696349628.0,-464360355.0,719147064.0,-730883340.0,34533714.0
PREMIERBAN,The Premier Bank PLC,5690830286.0,-28653222353.0,-6067017818.0,5322843420.0,367986869.0
CITYGENINS,City Insurance PLC,228725491.0,-9688009.0,-68166122.0,225837480.0,2888009.0
NAVANAPHAR,Navana Pharmaceuticals PLC,1467647429.0,-1078772592.0,-519174222.0,361502940.0,1106144485.0
MALEKSPIN,Malek Spinning Mills PLC,-427242331.0,-2117229058.0,101911700.0,-2766346020.0,2339103692.0
DOREENPWR,Doreen Power Generations & Systems Ltd.,2159067314.0,-1757793676.0,-259170065.00000003,1327781600.0,831285709.0
MATINSPINN,Matin Spinning PLC,1393115929.0,-260073578.0,-989101982.0,1130471180.0,262644752.99999997
ITC,IT Consultants PLC,610001745.0,-828316356.0,363314033.0,-19689690.0,632306356.0
PRAGATILIF,Pragati Life Insurance PLC,751936672.0,-759351380.0,-48578086.0,607273530.0,144663143.0
NTC,National Tea Company Limited,,,,,
GREENDELT,Green Delta Insurance PLC,452434589.0,80501271.0,93194886.0,,
PRAGATIINS,Pragati Insurance Limited,149804125.0,-153846905.0,-135321107.0,131545170.00000001,18258959.0
SBACBANK,SBAC Bank PLC.,9559460036.441,-16534212583.0,5466837196.559,,0.0
EXIMBANK,Export Import Bank of Bangladesh PLC,54302795827.0,-20705997203.0,-38238456018.0,54149873240.0,152922590.0
NRBCBANK,NRBC Bank PLC,-7298325776.0,-13770730261.0,20385519021.0,-7719303850.0,420978078.0
RUNNERAUTO,Runner Automobiles PLC,1144341329.0,-287164552.0,-802330475.0,646693170.0,497648161.0
PREMIERCEM,Premier Cement Mills PLC,759106851.0,-1849149094.0,948457774.0,-907064280.0,1666171131.0
GQBALLPEN,G.Q. Ball Pen Industries Limited,,,,,
PIONEERINS,Pioneer Insurance PLC,362938509.0,-50630583.0,-422324314.0,352037140.0,10901367.0
FINEFOODS,Fine Foods Limited,,,,,
CONFIDCEM,Confidence Cement PLC,-216954649.0,-26105740.0,254017408.0,-219863910.0,2909259.0
KEYACOSMET,Keya Cosmetic Ltd.,,,,,
BPML,Bashundhara Paper Mill Ltd.,-2839506754.0,-281766211.0,2706944953.0,-3328386570.0,488879811.0
FEKDIL,Far East Knitting & Dyeing Industries PLC.,,,,,
EASTRNLUB,Eastern Lubricants Blenders PLC,90360000.0,-55557000.0,-12632000.0,90360000.0,0.0
CVOPRL,CVO Petrochemical Refinery PLC,229908594.0,-8486956.0,-178479956.0,221649250.0,8259340.0
SEAPEARL,Sea Pearl Beach Resort & Spa Ltd.,393213359.0,-18883840.0,-408690189.0,-145352120.0,538565480.0
KPCL,Khulna Power Company Ltd.,295106813.0,-71245118.0,-104805371.0,218063540.0,77043269.0
APEXFOOT,Apex Footwear Ltd.,3038468854.0,-699074511.0,-2347214181.0,2339394340.0,699074511.0
SIBL,Social Islami Bank PLC,19890036306.0,35169976140.0,-20247068353.0,19781436540.0,108599766.0
NRBBANK,NRB Bank PLC,5890028426.0,-11576950305.0,3621249539.0,5780076840.0,109951584.0
TECHNODRUG,Techno Drugs Ltd.,,,,,
JMISMDL,JMI Syringes & Medical Devices Ltd.,,,,,
TAMIJTEX,Tamijuddin Textile Mills PLC,401390235.0,-188361751.0,-358304544.0,213028480.0,188361751.0
MONOSPOOL,Monospool Bangladesh PLC,-172651688.0,-209020965.0,350417050.0,-381860420.0,209208732.0
ADNTEL,ADN Telecom Ltd.,446726200.0,-398180159.0,-71650662.0,90421820.0,356304380.0
ABBANK,AB Bank PLC,-16366502034.0,-11009925352.0,21505457650.0,-16957379620.0,590877590.0
AFTABAUTO,Aftab Automobiles Ltd.,9945044.999999989,-52735796.0,130560256.00000001,-42790750.0,52735796.0
INDEXAGRO,Index Agro Industries Ltd,147098390.0,-130366031.99999999,-121325558.0,-33809980.0,180908373.0
SHARPIND,Sharp Industries PLC,74033287.9999999,-81033476.0,7594568.99999998,-57764480.0,131797764.0
MIRAKHTER,Mir Akhter Hossain Ltd,1496637795.0,-1379013639.0,-54225850.0,1111447860.0,385189932.0
KDSALTD,KDS Accessories Ltd.,233221059.0,-25616163.0,-181861912.0,206123990.0,27097066.0
SONALILIFE,Sonali Life Insurance Company Ltd,,,,,
AMANFEED,Aman Feed PLC,165505768.0,-1659647.0,-153618292.0,163846120.0,1659647.0
NHFIL,National Housing Finance PLC,277671780.0,845485999.0,245637133.0,275811760.0,1860024.0
EPGL,Energypac Power Generation PLC,-1147927653.0,378939841.0,731034366.0,,
ESQUIRENIT,Esquire Knit Composite PLC,-443216277.0,-150451935.0,379915083.0,-658872910.0,215656636.0
ECABLES,Eastern Cables Ltd.,,,,,
GENEXIL,Genex Infosys PLC,404116815.0,-1055156766.0000001,616359681.0,-446889380.0,996366358.0
MONNOCERA,Monno Ceramic Industries Limited.,-179783261.0,57513761.0,72841646.0,-312495740.0,132712481.0
QUASEMIND,Quasem Industries Limited.,48804115.0,-35903790.0,-10637547.0,13823780.0,34980334.0
SIMTEX,Simtex Industries PLC,75520759.0,-66680466.99999999,570710.0000000021,23069200.0,52451558.0
BBSCABLES,BBS Cables PLC,-8960601.0,-128867444.0,45448596.0,-137828040.0,128867444.0
KAY&QUE,Kay and Que (Bangladesh) Ltd.,28336108.0,11393091.0,-42044731.0,,1102771.0
BDFINANCE,Bangladesh Finance PLC,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,-96138979.0,-218471648.0,295029099.0,-107266400.0,11127418.0
POPULARLIF,Popular Life Insurance Co. Ltd.,1454256790.0,236541746.0,-236616469.0,1432098660.0,22158131.0
GHAIL,Golden Harvest Agro Industries Ltd.,-286544048.0,37966005.0,205763226.0,-301567480.0,15023431.0
SAIHAMCOT,Saiham Cotton Mills Ltd.,-98195926.0,-312441000.0,492192822.0,-296049660.0,197853730.0
BPPL,Baraka Patenga Power Ltd.,,,,,
FIRSTSBANK,First Security Islami Bank PLC,-15137257042.0,2770598667.0,-16338914656.0,-15476855630.0,339598592.0
ARGONDENIM,Argon Denims Ltd.,-49709262.0,-46588290.0,94533693.0,-96297550.0,46588290.0
INTRACO,Intraco Refueling Station PLC,-46785070.0,-619671119.0,613690737.0,-645798480.0,599013407.0
DOMINAGE,Dominage Steel Building Systems Ltd,37024355.0,-127998325.0,-3002556.0,-90973970.0,127998325.0
HWAWELLTEX,Hwa Well Textiles (BD)PLC,-168497247.0,-93622152.0,-111855220.0,-286419410.0,117922166.0
AMBEEPHA,Ambee Pharmaceuticals PLC,-50273194.0,-124093280.0,179013209.0,-76269470.0,25996280.0
NTLTUBES,National Tubes Limited,105319371.0,-9256157.0,-94676306.0,96063210.0,9256157.0
LEGACYFOOT,Legacy Footwear Ltd.,9906652.0,-74855589.0,-4348586.0,-36254050.0,46236754.0
SHASHADNIM,Shasha Denims PLC,542547501.0,-583041759.0,15555682.0,-58207860.0,600755359.0
AIL,Alif Industries Ltd.,-37808225.0,0.0,11051134.0,-37808220.0,0.0
RUPALILIFE,Rupali Life Insurance Co. Ltd.,295816149.0,-81998141.0,-36455498.0,,
SONALIANSH,Sonali Aansh Industries Limited.,,,,,
UNITEDFIN,United Finance PLC,240278583.0,777420138.0,-995836322.0,190685680.0,49592905.0
FARCHEM,FAR Chemicals Industries Ltd,-228990710.0,-89304296.0,449898079.0,,0.0
SANDHANINS,Shandhani Life Insurance Co.Ltd,142778033.0,368605648.0,-130195589.00000001,122204680.0,20573351.0
RAHIMAFOOD,Rahima Food Corporation Ltd.,3016023.0,-18060.0,-16651957.0,2997960.0,18060.0
SPCERAMICS,Shinepukur Ceramics PLC,,,,,
CRYSTALINS,Crystal Insurance Company Ltd,,,,,
BEACHHATCH,Beach Hatchery Ltd,,,,,
ACFL,Aman Cotton Fibrous PLC,592083620.0,-221370501.0,-154767724.0,591640120.0,443499.0
PENINSULA,The Peninsula Chittagong PLC,110003282.0,-788107202.0,698042225.0,-725101920.0,835105204.0
MEGHNALIFE,Meghna Life Insurance PLC,,,,,
FORTUNE,Fortune Shoes Ltd.,,,,,
EASTERNINS,Eastern Insurance Co. Ltd.,,,,,
ACMEPL,ACME Pesticides Ltd,,,,,
GIB,Global Islami Bank PLC,1262375180.0,-4768622369.0,5582150535.0,1166608390.0,95766792.0
MONNOFABR,Monno Fabrics Ltd.,22965526.0,-6296291.0,-23475186.0,16669239.999999998,6296291.0
BNICL,Bangladesh National Insurance Company Ltd,281812792.0,-51085726.0,-88500000.0,279125430.0,2687359.0
SHEPHERD,Shepherd Industries PLC,57827232.0,56543575.0,-97775745.0,,0.0
NPOLYMER,National Polymer Industries PLC,495439671.0,-393748033.0,-95938296.0,145989780.0,349449888.0
WMSHIPYARD,Western Marine Shipyard Limited,,,,,
CENTRALINS,Central Insurance Company Limited,60657078.0,-59376248.0,-116122512.0,61972360.0,-1315278.0
GOLDENSON,Golden Son Limited,-253734371.0,-302155997.0,520263723.0,-556956370.0,303221997.0
MLDYEING,M.L. Dyeing & Textile Ind. PLC,-242954668.0,-45861868.0,219664107.0,-288816540.0,45861868.0
SALVOCHEM,Salvo Chemical Industry Ltd.,414482202.0,-230386755.0,-203527431.0,114955030.0,299527170.0
DSSL,Dragon Sweater & Spinning Ltd.,,,,,
BGIC,Bangladesh General Insurance Company PLC,87617169.0,-50521911.0,-40317313.0,76925680.0,10691488.0
ICBIBANK,ICB Islamic Bank Limited,-180083701.0,1546080100.0,-767068345.0,-181585770.0,1502065.0
ATLASBANG,Atlas Bangladesh Limited,,,,,
UNITEDINS,United Insurance Company Limited,215691967.0,-311659044.0,-2128067.0,211419380.0,4272587.0
AMCLPRAN,Agricultural Marketing Co. Ltd.,-248842583.0,537.0,238294160.0,-248842500.0,-79.0
EIL,Express Insurance Ltd.,120735190.0,-59753588.0,-32572705.999999996,104566500.0,16168686.000000002
WATACHEM,Wata Chemicals Ltd.,419776777.0,-129823591.0,-243172784.0,291235750.0,128541028.00000001
SUNLIFEINS,Sunlife Insurance Co. Ltd.,,,,,
ETL,Evince Textiles Ltd.,361243184.0,-338071193.0,-185990922.0,32171990.0,329071193.0
CLICL,Chartered Life Insurance PLC,122197814.0,-164404166.0,1702335.0,119321330.0,2876484.0
UNIONBANK,Union Bank PLC,,,,,
PARAMOUNT,Paramount Insurance PLC.,164440228.0,-125948251.0,-41413933.0,127133280.0,37306944.0
BENGALWTL,Bengal Windsor Thermoplastics PLC,86540014.0,-3201943.0,-50422586.0,83338070.0,3201943.0
DACCADYE,Dacca Dyeing and Manufacturing Company Limited,,,,,
