Symbol,Name,Gross Margin TTM,Operating Margin TTM,Pretax Margin TTM,Net Margin TTM,FCF Margin TTM,ROA TTM,ROE TTM,ROIC TTM,RAD Ratio TTM,SGAA Ratio TTM
1JANATAMF,First Janata Bank Mutual Fund Units,,,,,,,,,,
1STPRIMFMF,Prime Finance First Mutual Fund 2009 Units,,,,,,,,,,
AAMRANET,aamra networks ltd,,,,,,,,,,
AAMRATECH,Aamra Technologies Limited,,,,,,,,,,
ABB1STMF,AB Bank 1st Mutual Fund 2011 Units,,,,,,,,,,
ABBANK,AB Bank PLC,,,,,,-12.2583904393067,-7129.48207342606,-231.766245855409,,
ACFL,Aman Cotton Fibrous PLC,7.08205675082192,5.45716995788467,1.93198338237286,0.330437638213596,29.80917888653895,0.136056321844155,0.216237856299844,0.188675557925245,,1.6248867929372504
ACI,Advanced Chemical Industries PLC,25.3411849443371,7.51819770678083,1.54771835865664,0.0772921255315759,-3.535625605838554,0.10628345456255,1.65595660900437,0.771864756032608,,17.82298723755633
ACIFORMULA,ACI Formulations PLC,31.3740923315569,12.8045833788162,8.83900235543889,6.55482688252146,-4.07131766042002,4.06951177389738,9.88458285610968,9.81700697604774,,18.17470348891753
ACMELAB,ACME Laboratories Ltd.,41.653983341775,17.5608935980436,9.29132312028674,6.59577223511058,4.3468440073550365,4.3362020416277,9.78184881146121,7.72267367990446,,24.093089743731397
ACMEPL,ACME Pesticides Ltd,,,,,,,,,,
ACTIVEFINE,Active Fine Chemicals Ltd.,,,,,,,,,,
ADNTEL,ADN Telecom Ltd.,38.4940652828532,11.9850141438804,10.6099329754459,7.74324439810171,8.934579586147215,4.35165606002104,7.04724469352133,6.26587438882242,,19.408696628273344
ADVENT,Advent Pharma Ltd.,33.886374745912,19.0981913055953,17.2406652389349,13.3615156001353,2.9116955884408275,3.52997376873453,4.45764697135303,4.43408021783426,,14.596611506484084
AFCAGRO,AFC Agro Biotech Ltd.,,,,,,,,,,
AFTABAUTO,Aftab Automobiles Ltd.,21.0515697972921,9.97508706839591,-29.1732802284711,-18.9287416142372,-21.584550668135087,-0.565947514053,-3.08253701592319,-0.948449283946536,,11.076482728896208
AGNISYSL,Agni Systems PLC,35.1536559605439,19.45596422558,17.579307966785,8.43384359072322,3.827124680834537,4.00040957558951,4.8066043050503,4.71043556663973,,15.697691734963895
AGRANINS,Agrani Insurance PLC,,31.6614899592672,20.5498906388337,14.8675292406654,8.82399176946156,3.54427833571368,5.68899921230191,5.12335118670785,,
AIBL1STIMF,AIBL 1st ISLAMIC Mutual Fund 2010- Units,,,,,,,,,,
AIL,Alif Industries Ltd.,,,,,,,,,,
AL-HAJTEX,Alhaj Textile Mills Limited,,,,,,,,,,
ALARABANK,Al-Arafah Islami Bank PLC,,8.21622842424427,7.79706434235222,0.961832038752942,81.33875313250579,0.0769938849369007,1.99422365225491,0.466762100323426,,
ALIF,Alif Manufacturing Company Ltd.,,,,,,,,,,
ALLTEX,Alltex Industries Limited,36.562273763079,23.6576208332788,-1.14199984913956,-2.08874305881927,8.245107972352377,-0.192906474628685,-0.724606929147082,-0.6111847818865,,12.904652929800164
AMANFEED,Aman Feed PLC,10.7150399599003,4.98221315399874,1.60638872778504,0.170771588982947,1.8647688957075077,0.163672017120652,0.419443400317558,0.257151297418291,,5.732826805901543
AMBEEPHA,Ambee Pharmaceuticals PLC,48.7651987580993,3.65450352738798,3.46338666265476,2.48658736027814,-4.590181821315644,0.706869459020023,17.7328846224576,17.5985764604968,,41.98586579571052
AMCLPRAN,Agricultural Marketing Co. Ltd.,19.0044069754911,7.24800537904309,2.36191802570906,1.06523010302085,2.7603398486736133,2.15358957151992,5.18577881960946,4.80677230398404,,11.756401596448049
ANLIMAYARN,Anlima Yarn Dyeing Ltd.,,,,,,,,,,
ANWARGALV,Anwar Galvanizing Ltd.,-8.59031617882716,-17.3381975544745,-59.4069532624706,-60.7334310357926,-18.38276743067766,-39.3160234213534,-153.251809404464,-113.190711008955,,8.747881375647342
AOL,Associated Oxygen Ltd,,,,,,,,,,
APEXFOODS,Apex Foods Limited,9.73769542909547,2.94725676120079,3.75208311103904,1.67756479067032,-6.227046197652888,2.77670818738047,4.98210994533999,4.98210994533999,,6.790438667894683
APEXFOOT,Apex Footwear Ltd.,28.2045515964381,9.8525615265062,2.28428385690324,0.814894475326674,-1.429022141160628,0.521225060366595,2.2462366514254,1.19713875323289,,18.351990069931944
APEXSPINN,Apex Spinning and Knitting Mills Ltd.,7.45939915863131,3.04928917804218,2.09708114719405,0.564863258197639,0.03852968403231769,1.37996158732382,5.70572607054264,5.70572607054264,,4.410109980589117
APEXTANRY,Apex Tannery Limited.,12.4113489927275,6.70951514302008,-34.690865404817,-36.3851801045061,-42.583626022654144,-7.01635667845109,-44.9645199248629,-44.3067934535973,,5.7018338497074454
APOLOISPAT,Appollo Ispat Complex Ltd.,,,,,,,,,,
ARAMIT,Aramit Limited,,,,,,,,,,
ARAMITCEM,Aramit Cement Limited,,,,,,,,,,
ARGONDENIM,Argon Denims Ltd.,8.73987105955759,4.36902936056056,5.4581309367012,4.28205192059025,1.1091867595585436,3.69577030987183,7.40767556321776,7.12337005554192,,4.370841698997008
